step	loss	loss_ma200	lr	ts	t_mean	drop_ratio	black_ratio	latent_mean	latent_std
5100	0.0010121020022779703	0.0073414026133832525	5e-06	1770721353	173.25	0.0	0.0	0.09966631978750229	0.8677965998649597
5150	0.002129398984834552	0.006259361796837766	5e-06	1770721358	541.0	0.0	0.0	0.09966631978750229	0.8677965998649597
5200	0.002402153331786394	0.006334127290465404	5e-06	1770721363	633.0	0.0	0.0	0.09966631978750229	0.8677965998649597
5250	0.0017173627857118845	0.006329385249991901	5e-06	1770721368	392.25	0.0	0.0	0.09966631978750229	0.8677965998649597
5300	0.0022758925333619118	0.007005710855009966	5e-06	1770721373	689.0	0.0	0.0	0.09966631978750229	0.8677965998649597
5350	0.0019497269531711936	0.00539984219300095	5e-06	1770721378	495.75	0.0	0.0	0.09966631978750229	0.8677965998649597
5400	0.002719127107411623	0.005107349465833977	5e-06	1770721383	615.0	0.0	0.0	0.09966631978750229	0.8677965998649597
5450	0.0017361979698762298	0.00816492868878413	5e-06	1770721389	488.75	0.0	0.0	0.09966631978750229	0.8677965998649597
5500	0.001789043308235705	0.007706916549941525	5e-06	1770721394	529.75	0.0	0.0	0.09966631978750229	0.8677965998649597
5550	0.0017862229142338037	0.0077969422927708365	5e-06	1770721399	593.75	0.0	0.0	0.09966631978750229	0.8677965998649597
5600	0.0024856622330844402	0.009080852506158407	5e-06	1770721404	814.0	0.0	0.0	0.09966631978750229	0.8677965998649597
5650	0.002161742653697729	0.0052455897853360516	5e-06	1770721409	754.5	0.0	0.0	0.09966631978750229	0.8677965998649597
5700	0.002460569143295288	0.006528046564781107	5e-06	1770721414	770.0	0.0	0.0	0.09966631978750229	0.8677965998649597
5750	0.0019002660410478711	0.009520178146194666	5e-06	1770721419	371.75	0.0	0.0	0.09966631978750229	0.8677965998649597
5800	0.0021625272929668427	0.008030214679602068	5e-06	1770721424	784.5	0.0	0.0	0.09966631978750229	0.8677965998649597
5850	0.0008996521355584264	0.008000348166387995	5e-06	1770721429	264.5	0.0	0.0	0.09966631978750229	0.8677965998649597
5900	0.0016257581301033497	0.006384288959670812	5e-06	1770721434	512.0	0.0	0.0	0.09966631978750229	0.8677965998649597
5950	0.0016182225663214922	0.004303389936394524	5e-06	1770721439	503.25	0.0	0.0	0.09966631978750229	0.8677965998649597
6000	0.0025017010048031807	0.005347402511397377	5e-06	1770721444	714.25	0.0	0.0	0.09966631978750229	0.8677965998649597
6050	0.0013399559538811445	0.006903954546723981	5e-06	1770721449	407.5	0.0	0.0	0.09966631978750229	0.8677965998649597
6100	0.001005506026558578	0.006848421316826716	5e-06	1770721454	369.0	0.0	0.0	0.09966631978750229	0.8677965998649597
6150	0.0011933399364352226	0.005747167394729331	5e-06	1770721459	434.75	0.0	0.0	0.09966631978750229	0.8677965998649597
6200	0.0011677667498588562	0.003870557146437932	5e-06	1770721464	453.75	0.0	0.0	0.09966631978750229	0.8677965998649597
6250	0.0015789862954989076	0.0029552534242975525	5e-06	1770721469	630.5	0.0	0.0	0.09966631978750229	0.8677965998649597
6300	0.0008065782603807747	0.0020459469116758553	5e-06	1770721474	219.0	0.0	0.0	0.09966631978750229	0.8677965998649597
6350	0.0012706341221928596	0.0030150836394750515	5e-06	1770721480	418.5	0.0	0.0	0.09966631978750229	0.8677965998649597
6400	0.0013571425806730986	0.004775512422493193	5e-06	1770721485	465.75	0.0	0.0	0.09966631978750229	0.8677965998649597
6450	0.0021536312997341156	0.004792958792240825	5e-06	1770721490	915.25	0.0	0.0	0.09966631978750229	0.8677965998649597
6500	0.001885723089799285	0.005655096577247605	5e-06	1770721495	405.75	0.0	0.0	0.09966631978750229	0.8677965998649597
6550	0.001310859341174364	0.006459971477743238	5e-06	1770721500	489.75	0.0	0.0	0.09966631978750229	0.8677965998649597
6600	0.0013912762515246868	0.006478869571001269	5e-06	1770721505	578.0	0.0	0.0	0.09966631978750229	0.8677965998649597
6650	0.0008827326819300652	0.00571169574308442	5e-06	1770721510	280.5	0.0	0.0	0.09966631978750229	0.8677965998649597
6700	0.0014035613276064396	0.005847611733479426	5e-06	1770721515	412.0	0.0	0.0	0.09966631978750229	0.8677965998649597
6750	0.0008011152385734022	0.0040500394988339395	5e-06	1770721520	362.5	0.0	0.0	0.09966631978750229	0.8677965998649597
6800	0.0010883063077926636	0.0022163347555033395	5e-06	1770721525	535.25	0.0	0.0	0.09966631978750229	0.8677965998649597
6850	0.001441929372958839	0.0022579974522523114	5e-06	1770721530	622.5	0.0	0.0	0.09966631978750229	0.8677965998649597
6900	0.0010238531976938248	0.0015178806455514858	5e-06	1770721535	541.25	0.0	0.0	0.09966631978750229	0.8677965998649597
6950	0.0013462899951264262	0.0024437579458754044	5e-06	1770721540	611.75	0.0	0.0	0.09966631978750229	0.8677965998649597
7000	0.0012398085091263056	0.0034737149911234157	5e-06	1770721545	619.0	0.0	0.0	0.09966631978750229	0.8677965998649597
7050	0.0012002165894955397	0.004278514955367427	5e-06	1770721550	546.25	0.0	0.0	0.09966631978750229	0.8677965998649597
7100	0.0018978612497448921	0.006654889553028624	5e-06	1770721556	550.75	0.0	0.0	0.09966631978750229	0.8677965998649597
7150	0.0010560676455497742	0.0065421031528967435	5e-06	1770721561	502.5	0.0	0.0	0.09966631978750229	0.8677965998649597
7200	0.0014311226550489664	0.006810490732605103	5e-06	1770721566	569.5	0.0	0.0	0.09966631978750229	0.8677965998649597
7250	0.0007754217949695885	0.0067744732819846835	5e-06	1770721571	335.25	0.0	0.0	0.09966631978750229	0.8677965998649597
7300	0.0012810552725568414	0.005610231379250763	5e-06	1770721576	682.25	0.0	0.0	0.09966631978750229	0.8677965998649597
7350	0.0018764007836580276	0.00512475021314458	5e-06	1770721581	800.75	0.0	0.0	0.09966631978750229	0.8677965998649597
7400	0.0011910336324945092	0.004692920042289188	5e-06	1770721586	551.0	0.0	0.0	0.09966631978750229	0.8677965998649597
7450	0.0005971587379463017	0.004428962367965142	5e-06	1770721591	372.5	0.0	0.0	0.09966631978750229	0.8677965998649597
7500	0.0006125916261225939	0.002857050689053722	5e-06	1770721596	383.5	0.0	0.0	0.09966631978750229	0.8677965998649597
7550	0.0008806653204374015	0.003369719703041483	5e-06	1770721601	599.5	0.0	0.0	0.09966631978750229	0.8677965998649597
7600	0.0010791625827550888	0.0024442557781003417	5e-06	1770721606	546.0	0.0	0.0	0.09966631978750229	0.8677965998649597
7650	0.17297428846359253	0.0029104069122695363	5e-06	1770721611	679.5	0.0	0.0	0.09966631978750229	0.8677965998649597
7700	0.0006471141241490841	0.0038648147793719544	5e-06	1770721617	262.0	0.0	0.0	0.09966631978750229	0.8677965998649597
7750	0.0011413830798119307	0.004609659769485006	5e-06	1770721622	473.5	0.0	0.0	0.09966631978750229	0.8677965998649597
7800	0.001021924545057118	0.004623777049855562	5e-06	1770721627	646.25	0.0	0.0	0.09966631978750229	0.8677965998649597
7850	0.0009590345434844494	0.0035158623420284128	5e-06	1770721632	651.5	0.0	0.0	0.09966631978750229	0.8677965998649597
7900	0.0011366242542862892	0.003182496807858115	5e-06	1770721637	593.0	0.0	0.0	0.09966631978750229	0.8677965998649597
7950	0.0010325574548915029	0.0024546472722431645	5e-06	1770721642	512.75	0.0	0.0	0.09966631978750229	0.8677965998649597
8000	0.0005785234970971942	0.00245810986176366	5e-06	1770721647	307.75	0.0	0.0	0.09966631978750229	0.8677965998649597
8050	0.0008636738639324903	0.0024350404848519245	5e-06	1770721653	574.25	0.0	0.0	0.09966631978750229	0.8677965998649597
8100	0.0008819394279271364	0.0024188478858559394	5e-06	1770721658	574.0	0.0	0.0	0.09966631978750229	0.8677965998649597
8150	0.0008720920886844397	0.0014721261203521864	5e-06	1770721663	473.25	0.0	0.0	0.09966631978750229	0.8677965998649597
8200	0.0010483497753739357	0.003183968829544028	5e-06	1770721668	316.25	0.0	0.0	0.09966631978750229	0.8677965998649597
8250	0.0010829649399966002	0.003235160477779573	5e-06	1770721673	623.75	0.0	0.0	0.09966631978750229	0.8677965998649597
8300	0.0008867011056281626	0.0026086870205472225	5e-06	1770721678	558.25	0.0	0.0	0.09966631978750229	0.8677965998649597
8350	0.0008449316956102848	0.0025982339314941784	5e-06	1770721683	542.75	0.0	0.0	0.09966631978750229	0.8677965998649597
8400	0.0014154240489006042	0.0024545340049371587	5e-06	1770721688	555.75	0.0	0.0	0.09966631978750229	0.8677965998649597
8450	0.052810002118349075	0.0037135152365954127	5e-06	1770721693	726.25	0.0	0.0	0.09966631978750229	0.8677965998649597
8500	0.0006026385817676783	0.0037250126055732836	5e-06	1770721699	384.0	0.0	0.0	0.09966631978750229	0.8677965998649597
8550	0.0006516951834782958	0.0037281841378717217	5e-06	1770721704	426.5	0.0	0.0	0.09966631978750229	0.8677965998649597
8600	0.0008132612565532327	0.003100819773244439	5e-06	1770721709	428.5	0.0	0.0	0.09966631978750229	0.8677965998649597
8650	0.0008370773284696043	0.003257159895583754	5e-06	1770721714	605.5	0.0	0.0	0.09966631978750229	0.8677965998649597
8700	0.0010297871194779873	0.004065805106656626	5e-06	1770721719	672.5	0.0	0.0	0.09966631978750229	0.8677965998649597
8750	0.08661279827356339	0.0048786256372113715	5e-06	1770721724	481.5	0.0	0.0	0.09966631978750229	0.8677965998649597
8800	0.0006412779912352562	0.004823463056673063	5e-06	1770721729	464.25	0.0	0.0	0.09966631978750229	0.8677965998649597
8850	0.0008944099536165595	0.005059409874811536	5e-06	1770721734	559.25	0.0	0.0	0.09966631978750229	0.8677965998649597
8900	0.0007911459542810917	0.004296122462983476	5e-06	1770721739	520.75	0.0	0.0	0.09966631978750229	0.8677965998649597
8950	0.0016621698159724474	0.0051544387791363985	5e-06	1770721744	573.25	0.0	0.0	0.09966631978750229	0.8677965998649597
9000	0.0006251736776903272	0.005067078371357638	5e-06	1770721749	276.75	0.0	0.0	0.09966631978750229	0.8677965998649597
9050	0.002282591536641121	0.00465833700451185	5e-06	1770721755	482.5	0.0	0.0	0.09966631978750229	0.8677965998649597
9100	0.00048314500600099564	0.004570400225347839	5e-06	1770721760	346.0	0.0	0.0	0.09966631978750229	0.8677965998649597
9150	0.0007576699135825038	0.003601287567871623	5e-06	1770721765	508.5	0.0	0.0	0.09966631978750229	0.8677965998649597
9200	0.0007746000192128122	0.0036058843474893365	5e-06	1770721770	466.0	0.0	0.0	0.09966631978750229	0.8677965998649597
9250	0.0008151179063133895	0.002285745772096561	5e-06	1770721775	568.5	0.0	0.0	0.09966631978750229	0.8677965998649597
9300	0.0006297781364992261	0.002279966460337164	5e-06	1770721780	478.5	0.0	0.0	0.09966631978750229	0.8677965998649597
9350	0.0007347597274929285	0.0016090074923704378	5e-06	1770721785	513.5	0.0	0.0	0.09966631978750229	0.8677965998649597
9400	0.0008861866081133485	0.0007347907667281106	5e-06	1770721790	771.25	0.0	0.0	0.09966631978750229	0.8677965998649597
9450	0.0005781440995633602	0.0007200364254094893	5e-06	1770721795	452.75	0.0	0.0	0.09966631978750229	0.8677965998649597
9500	0.0005518816178664565	0.0009068426619342063	5e-06	1770721801	500.0	0.0	0.0	0.09966631978750229	0.8677965998649597
9550	0.0007031228160485625	0.0017415032713324764	5e-06	1770721806	475.25	0.0	0.0	0.09966631978750229	0.8677965998649597
9600	0.0004774372500833124	0.0017297505908936727	5e-06	1770721811	380.75	0.0	0.0	0.09966631978750229	0.8677965998649597
9650	0.0006491681560873985	0.001731177416149876	5e-06	1770721816	558.5	0.0	0.0	0.09966631978750229	0.8677965998649597
9700	0.0006952208350412548	0.001522893561341334	5e-06	1770721821	658.5	0.0	0.0	0.09966631978750229	0.8677965998649597
9750	0.0004985945415683091	0.0006421306764968904	5e-06	1770721826	454.75	0.0	0.0	0.09966631978750229	0.8677965998649597
9800	0.0007514397730119526	0.0006478771549154772	5e-06	1770721831	752.25	0.0	0.0	0.09966631978750229	0.8677965998649597
9850	0.0002624266198836267	0.0009046986231260234	5e-06	1770721836	194.0	0.0	0.0	0.09966631978750229	0.8677965998649597
9900	0.000739429029636085	0.002674460681519122	5e-06	1770721841	719.75	0.0	0.0	0.09966631978750229	0.8677965998649597
9950	0.0006713921902701259	0.0035754226364952046	5e-06	1770721847	210.5	0.0	0.0	0.09966631978750229	0.8677965998649597
10000	0.0005273792776279151	0.003579362216842128	5e-06	1770721852	460.25	0.0	0.0	0.09966631978750229	0.8677965998649597
