step	loss	lr	ts	t_mean	drop_ratio	black_ratio	latent_mean	latent_std
4050	0.21093788743019104	5e-06	1770629894	541.5	0.0	0.0	-0.19058646261692047	0.7594692707061768
4100	0.1237531453371048	5e-06	1770629899	441.5	0.0	0.0	-0.1318427324295044	0.7830909490585327
4150	0.16442298889160156	5e-06	1770629904	506.0	0.0	0.0	-0.06630013138055801	0.8268699645996094
4200	0.20095951855182648	5e-06	1770629909	599.0	0.0	0.0	-0.08680690824985504	0.816968560218811
4250	0.15350647270679474	5e-06	1770629914	412.25	0.0	0.0	-0.08859576284885406	0.8164584040641785
4300	0.14593817293643951	5e-06	1770629919	686.25	0.0	0.0	0.047702617943286896	0.866613507270813
4350	0.19401690363883972	5e-06	1770629924	646.5	0.0	0.0	-0.09570054709911346	0.8078851699829102
4400	0.12884655594825745	5e-06	1770629929	378.0	0.0	0.0	-0.26516351103782654	0.7385410666465759
4450	0.1619982123374939	5e-06	1770629934	558.5	0.0	0.0	-0.07063300162553787	0.8442254662513733
4500	0.14338500797748566	5e-06	1770629939	477.0	0.0	0.0	-0.055136747658252716	0.8371534943580627
4550	0.1457124650478363	5e-06	1770629945	554.75	0.0	0.0	0.03443435579538345	0.8518808484077454
4600	0.1483043134212494	5e-06	1770629950	690.0	0.0	0.0	0.028577260673046112	0.8556398749351501
4650	0.08568441867828369	5e-06	1770629955	279.0	0.0	0.0	0.0712030827999115	0.8671695590019226
4700	0.15653245151042938	5e-06	1770629960	470.0	0.0	0.0	-0.1779622733592987	0.7505637407302856
4750	0.21028423309326172	5e-06	1770629965	671.75	0.0	0.0	-0.10646547377109528	0.8197858929634094
4800	0.1351402997970581	5e-06	1770629970	445.25	0.0	0.0	-0.24643215537071228	0.7503260970115662
4850	0.14169713854789734	5e-06	1770629975	415.75	0.0	0.0	-0.049834903329610825	0.8172516226768494
4900	0.11397551745176315	5e-06	1770629980	401.0	0.0	0.0	-0.19569705426692963	0.7701345682144165
4950	0.11514253914356232	5e-06	1770629985	395.0	0.0	0.0	-0.1886957287788391	0.7651199102401733
5000	0.13283662497997284	5e-06	1770629991	395.0	0.0	0.0	-0.13626326620578766	0.7986155152320862
5050	0.298309326171875	5e-06	1770629996	734.5	0.0	0.0	-0.04819924384355545	0.8261552453041077
5100	0.05185794457793236	5e-06	1770630001	173.25	0.0	0.0	-0.10824744403362274	0.8077542185783386
5150	0.18975535035133362	5e-06	1770630006	541.0	0.0	0.0	-0.1308133602142334	0.7837460041046143
5200	0.210206538438797	5e-06	1770630011	633.0	0.0	0.0	-0.16356492042541504	0.7898746728897095
5250	0.10623712837696075	5e-06	1770630016	392.25	0.0	0.0	-0.004388509783893824	0.8674346804618835
5300	0.24407687783241272	5e-06	1770630021	689.0	0.0	0.0	0.010031742975115776	0.8684870600700378
5350	0.1819048523902893	5e-06	1770630026	495.75	0.0	0.0	0.10303004086017609	0.845190703868866
5400	0.1240454614162445	5e-06	1770630031	615.0	0.0	0.0	-0.10532432049512863	0.8222748637199402
5450	0.13492710888385773	5e-06	1770630037	488.75	0.0	0.0	-0.23666790127754211	0.7311859130859375
5500	0.1587500423192978	5e-06	1770630042	529.75	0.0	0.0	0.0115518718957901	0.8287226557731628
5550	0.17758597433567047	5e-06	1770630047	593.75	0.0	0.0	-0.10716135799884796	0.8059729337692261
5600	0.1970130205154419	5e-06	1770630052	814.0	0.0	0.0	-0.03783915191888809	0.841732919216156
5650	0.2293516844511032	5e-06	1770630057	754.5	0.0	0.0	0.016001585870981216	0.8413121104240417
5700	0.2147732824087143	5e-06	1770630062	770.0	0.0	0.0	-0.10116048157215118	0.8140017986297607
5750	0.08320119976997375	5e-06	1770630067	371.75	0.0	0.0	0.06268420070409775	0.8771441578865051
5800	0.20568683743476868	5e-06	1770630072	784.5	0.0	0.0	-0.24659743905067444	0.7613815665245056
5850	0.06181595101952553	5e-06	1770630077	264.5	0.0	0.0	0.07619301974773407	0.866421103477478
5900	0.1403314471244812	5e-06	1770630082	512.0	0.0	0.0	-0.031393811106681824	0.8371902704238892
5950	0.14061498641967773	5e-06	1770630087	503.25	0.0	0.0	-0.10707316547632217	0.8086937665939331
6000	0.18200331926345825	5e-06	1770630093	714.25	0.0	0.0	-0.09092159569263458	0.8303481936454773
6050	0.08209659904241562	5e-06	1770630098	407.5	0.0	0.0	-0.06843464821577072	0.8350213170051575
6100	0.12011334300041199	5e-06	1770630103	369.0	0.0	0.0	-0.048632338643074036	0.8153703212738037
6150	0.0850958526134491	5e-06	1770630108	434.75	0.0	0.0	-0.1103251576423645	0.8294776678085327
6200	0.12339705973863602	5e-06	1770630113	453.75	0.0	0.0	-0.06666579842567444	0.8037128448486328
6250	0.19769476354122162	5e-06	1770630118	630.5	0.0	0.0	-0.13797664642333984	0.7828167080879211
6300	0.060741670429706573	5e-06	1770630123	219.0	0.0	0.0	0.03992476314306259	0.8645429015159607
6350	0.0980864092707634	5e-06	1770630128	418.5	0.0	0.0	-0.1862010657787323	0.7922192215919495
6400	0.16251766681671143	5e-06	1770630133	465.75	0.0	0.0	0.055167973041534424	0.8634201288223267
6450	0.2736596167087555	5e-06	1770630138	915.25	0.0	0.0	-0.10897643864154816	0.8069928884506226
6500	0.09755431115627289	5e-06	1770630144	405.75	0.0	0.0	0.09719933569431305	0.8823521733283997
6550	0.13528481125831604	5e-06	1770630149	489.75	0.0	0.0	-0.1068669855594635	0.8163939714431763
6600	0.15583324432373047	5e-06	1770630154	578.0	0.0	0.0	-0.12338148057460785	0.8048539161682129
6650	0.0628766119480133	5e-06	1770630159	280.5	0.0	0.0	-0.10272752493619919	0.825907826423645
6700	0.12749700248241425	5e-06	1770630164	412.0	0.0	0.0	-0.1099955290555954	0.7994228601455688
6750	0.08588682860136032	5e-06	1770630169	362.5	0.0	0.0	0.05868116021156311	0.8582050800323486
6800	0.16755473613739014	5e-06	1770630174	535.25	0.0	0.0	-0.1198190227150917	0.7922045588493347
6850	0.1487063765525818	5e-06	1770630179	622.5	0.0	0.0	-0.12278147786855698	0.8197194337844849
6900	0.18859925866127014	5e-06	1770630184	541.25	0.0	0.0	0.026435697451233864	0.8469622135162354
6950	0.18266120553016663	5e-06	1770630189	611.75	0.0	0.0	-0.23650312423706055	0.7320930361747742
7000	0.2195930778980255	5e-06	1770630194	619.0	0.0	0.0	-0.04995429515838623	0.8115012645721436
7050	0.2000219225883484	5e-06	1770630199	546.25	0.0	0.0	-0.19952543079853058	0.7439115643501282
7100	0.10778498649597168	5e-06	1770630204	550.75	0.0	0.0	0.029067501425743103	0.8613077998161316
7150	0.1510472595691681	5e-06	1770630209	502.5	0.0	0.0	-0.022097773849964142	0.8273478150367737
7200	0.10334406793117523	5e-06	1770630214	569.5	0.0	0.0	-0.05792640894651413	0.8579038977622986
7250	0.06600043177604675	5e-06	1770630220	335.25	0.0	0.0	0.07433310896158218	0.8710271120071411
7300	0.2140619456768036	5e-06	1770630225	682.25	0.0	0.0	-0.13977427780628204	0.802628755569458
7350	0.2306673526763916	5e-06	1770630230	800.75	0.0	0.0	-0.11571145057678223	0.8012833595275879
7400	0.20797276496887207	5e-06	1770630235	551.0	0.0	0.0	-0.20459261536598206	0.7520411610603333
7450	0.12083987891674042	5e-06	1770630240	372.5	0.0	0.0	-0.01730317808687687	0.8308783769607544
7500	0.14365798234939575	5e-06	1770630245	383.5	0.0	0.0	-0.07868164777755737	0.793148398399353
7550	0.191426083445549	5e-06	1770630250	599.5	0.0	0.0	-0.04877839982509613	0.8072538375854492
7600	0.15613016486167908	5e-06	1770630255	546.0	0.0	0.0	-0.14604036509990692	0.7869214415550232
7650	0.12123533338308334	5e-06	1770630260	679.5	0.0	0.0	0.06702665984630585	0.8749780058860779
7700	0.08946375548839569	5e-06	1770630266	262.0	0.0	0.0	-0.06275331974029541	0.8075714111328125
7750	0.16456684470176697	5e-06	1770630271	473.5	0.0	0.0	-0.1678747832775116	0.7644983530044556
7800	0.19448193907737732	5e-06	1770630276	646.25	0.0	0.0	0.020110968500375748	0.8549217581748962
7850	0.2016032189130783	5e-06	1770630281	651.5	0.0	0.0	-0.0809842199087143	0.7940075397491455
7900	0.18146751821041107	5e-06	1770630286	593.0	0.0	0.0	-0.06678164005279541	0.7852559685707092
7950	0.15450194478034973	5e-06	1770630291	512.75	0.0	0.0	-0.09922630339860916	0.7761179208755493
8000	0.04816246032714844	5e-06	1770630296	307.75	0.0	0.0	-0.02425330877304077	0.8556397557258606
8050	0.20957201719284058	5e-06	1770630301	574.25	0.0	0.0	-0.09590108692646027	0.7782762050628662
8100	0.17154693603515625	5e-06	1770630306	574.0	0.0	0.0	-0.02272849529981613	0.8513051867485046
8150	0.13340814411640167	5e-06	1770630312	473.25	0.0	0.0	-0.15671303868293762	0.7826334238052368
8200	0.08718854188919067	5e-06	1770630317	316.25	0.0	0.0	-0.010833848267793655	0.8503196239471436
8250	0.12326277792453766	5e-06	1770630322	623.75	0.0	0.0	-0.06112136319279671	0.8271987438201904
8300	0.18358469009399414	5e-06	1770630327	558.25	0.0	0.0	-0.1809077262878418	0.7670106291770935
8350	0.16900330781936646	5e-06	1770630332	542.75	0.0	0.0	-0.15331226587295532	0.7781507968902588
8400	0.1389480084180832	5e-06	1770630337	555.75	0.0	0.0	-0.12772096693515778	0.8152841925621033
8450	0.18837226927280426	5e-06	1770630342	726.25	0.0	0.0	-0.07365760207176208	0.82692551612854
8500	0.10361544787883759	5e-06	1770630347	384.0	0.0	0.0	-0.10102979838848114	0.8202455043792725
8550	0.09565140306949615	5e-06	1770630352	426.5	0.0	0.0	-0.09233053773641586	0.8125690221786499
8600	0.1404973715543747	5e-06	1770630358	428.5	0.0	0.0	0.04360073059797287	0.8442394733428955
8650	0.2174099087715149	5e-06	1770630363	605.5	0.0	0.0	-0.0723835900425911	0.8009402751922607
8700	0.221747487783432	5e-06	1770630368	672.5	0.0	0.0	-0.13860291242599487	0.7953491806983948
8750	0.17647027969360352	5e-06	1770630373	481.5	0.0	0.0	-0.14675681293010712	0.7900345921516418
8800	0.15495039522647858	5e-06	1770630378	464.25	0.0	0.0	-0.18240712583065033	0.7724009156227112
8850	0.13776534795761108	5e-06	1770630383	559.25	0.0	0.0	-0.0314534455537796	0.8524516224861145
8900	0.1305450201034546	5e-06	1770630388	520.75	0.0	0.0	-0.03582059219479561	0.8337028622627258
8950	0.17380839586257935	5e-06	1770630393	573.25	0.0	0.0	-0.2355283498764038	0.7443668842315674
9000	0.0704975426197052	5e-06	1770630398	276.75	0.0	0.0	-0.05004539340734482	0.8353733420372009
9050	0.11689010262489319	5e-06	1770630403	482.5	0.0	0.0	-0.12373839318752289	0.8123506903648376
9100	0.1115858405828476	5e-06	1770630408	346.0	0.0	0.0	-0.15272094309329987	0.7594825029373169
9150	0.11419608443975449	5e-06	1770630413	508.5	0.0	0.0	-0.014264917001128197	0.8459709286689758
9200	0.16887369751930237	5e-06	1770630418	466.0	0.0	0.0	-0.08960166573524475	0.7764111161231995
9250	0.13209524750709534	5e-06	1770630423	568.5	0.0	0.0	-0.036546457558870316	0.8366413116455078
9300	0.1674586981534958	5e-06	1770630428	478.5	0.0	0.0	-0.19807705283164978	0.7782557606697083
9350	0.14095091819763184	5e-06	1770630433	513.5	0.0	0.0	-0.05036573484539986	0.8260048031806946
9400	0.22331514954566956	5e-06	1770630439	771.25	0.0	0.0	-0.13314847648143768	0.7892544269561768
9450	0.13072586059570312	5e-06	1770630444	452.75	0.0	0.0	-0.08743096143007278	0.7923694849014282
9500	0.1482437402009964	5e-06	1770630449	500.0	0.0	0.0	-0.025164667516946793	0.8207108378410339
9550	0.12128066271543503	5e-06	1770630454	475.25	0.0	0.0	-0.18103718757629395	0.7725701332092285
9600	0.07667677104473114	5e-06	1770630459	380.75	0.0	0.0	0.05410733073949814	0.8556795120239258
9650	0.1943109631538391	5e-06	1770630464	558.5	0.0	0.0	-0.010715476237237453	0.8036672472953796
9700	0.18455269932746887	5e-06	1770630469	658.5	0.0	0.0	-0.18619266152381897	0.7524243593215942
9750	0.15684989094734192	5e-06	1770630474	454.75	0.0	0.0	0.008924882858991623	0.8117479681968689
9800	0.18658196926116943	5e-06	1770630479	752.25	0.0	0.0	0.020961787551641464	0.8420507907867432
9850	0.05640501528978348	5e-06	1770630484	194.0	0.0	0.0	-0.19707220792770386	0.7804255485534668
9900	0.2623147964477539	5e-06	1770630489	719.75	0.0	0.0	-0.15633037686347961	0.756938636302948
9950	0.0490579679608345	5e-06	1770630495	210.5	0.0	0.0	-0.13965962827205658	0.805904746055603
10000	0.08720148354768753	5e-06	1770630500	460.25	0.0	0.0	0.07477368414402008	0.8700883388519287
