step	recon	kl	loss	lr	ts
4100	0.00201611896045506	0.008523590862751007	0.002016127575188875	9.667902132486009e-05	1767804192
4200	0.0019130914006382227	0.008007578551769257	0.0019130994332954288	9.635919272833938e-05	1767804230
4300	0.0015421949792653322	0.008734120056033134	0.0015422037104144692	9.602524267262203e-05	1767804268
4400	0.0017832922749221325	0.008659973740577698	0.0017833008896559477	9.567727288213005e-05	1767804306
4500	0.0009408081532455981	0.009597264230251312	0.0009408177575096488	9.53153893518325e-05	1767804344
4600	0.0023005474358797073	0.009060735814273357	0.00230055651627481	9.493970231495835e-05	1767804383
4700	0.0016999796498566866	0.008881185203790665	0.0016999884974211454	9.45503262094184e-05	1767804421
4800	0.00138463219627738	0.009318407624959946	0.0013846415095031261	9.414737964294636e-05	1767804459
4900	0.0010816059075295925	0.008982431143522263	0.0010816148715093732	9.373098535696979e-05	1767804497
5000	0.0008351117721758783	0.009698794223368168	0.0008351214928552508	9.330127018922194e-05	1767804535
5100	0.0009246892295777798	0.009680554270744324	0.0009246988920494914	9.285836503510562e-05	1767804573
5200	0.0010987103451043367	0.009431960061192513	0.0010987197747454047	9.24024048078213e-05	1767804612
5300	0.0010975005570799112	0.009072529152035713	0.0010975096374750137	9.193352839727121e-05	1767804650
5400	0.001187479356303811	0.009533463045954704	0.0011874889023602009	9.145187862775209e-05	1767804688
5500	0.011199397966265678	0.00839038472622633	0.01119940634816885	9.09576022144496e-05	1767804726
5600	0.0035420828498899937	0.007636989466845989	0.0035420905333012342	9.045084971874738e-05	1767804764
5700	0.0013438733294606209	0.009311781264841557	0.001343882642686367	8.993177550236464e-05	1767804802
5800	0.0009533172124065459	0.00971163995563984	0.0009533269330859184	8.940053768033609e-05	1767804840
5900	0.0007247532485052943	0.010186925530433655	0.0007247634348459542	8.885729807284856e-05	1767804878
6000	0.0010976799530908465	0.010369300842285156	0.0010976903140544891	8.83022221559489e-05	1767804916
6100	0.0006404842715710402	0.009812278673052788	0.0006404941086657345	8.773547901113862e-05	1767804955
6200	0.0008800507639534771	0.01005111075937748	0.0008800608338788152	8.715724127386972e-05	1767804993
6300	0.0009315753704868257	0.010054310783743858	0.0009315854404121637	8.656768508095853e-05	1767805031
6400	0.0014242766192182899	0.00958328228443861	0.0014242861652746797	8.596699001693255e-05	1767805069
6500	0.0006400936399586499	0.01052112877368927	0.0006401041755452752	8.535533905932738e-05	1767805107
6600	0.000947255059145391	0.009546217508614063	0.0009472646052017808	8.473291852294987e-05	1767805145
6700	0.001495137345045805	0.009564388543367386	0.0014951468911021948	8.409991800312493e-05	1767805183
6800	0.0007365852361544967	0.009692994877696037	0.0007365949568338692	8.345653031794292e-05	1767805221
6900	0.0005383106181398034	0.010081900283694267	0.0005383206880651414	8.280295144952536e-05	1767805259
7000	0.0003680071095004678	0.010735424235463142	0.0003680178488139063	8.213938048432697e-05	1767805297
7100	0.0007359996670857072	0.010448852553963661	0.0007360101444646716	8.146601955249188e-05	1767805336
7200	0.002749976934865117	0.009408542886376381	0.0027499862480908632	8.07830737662829e-05	1767805374
7300	0.00044049895950593054	0.010443111881613731	0.0004405094077810645	8.009075115760243e-05	1767805412
7400	0.000611190393101424	0.010395788587629795	0.0006112008122727275	7.938926261462366e-05	1767805450
7500	0.00046149271656759083	0.01020609587430954	0.00046150293201208115	7.86788218175523e-05	1767805488
7600	0.0005938652320764959	0.010420548729598522	0.0005938756512477994	7.795964517353735e-05	1767805526
7700	0.0006176580209285021	0.010424893349409103	0.0006176684400998056	7.723195175075136e-05	1767805564
7800	0.0008899804670363665	0.009815886616706848	0.0008899903041310608	7.649596321166024e-05	1767805602
7900	0.00032904621912166476	0.010872939601540565	0.0003290571039542556	7.575190374550272e-05	1767805640
8000	0.0006332119228318334	0.010135970078408718	0.0006332220509648323	7.500000000000001e-05	1767805678
8100	0.0006407095934264362	0.01018594391644001	0.000640719779767096	7.424048101231686e-05	1767805717
8200	0.0004968931898474693	0.010121705010533333	0.0004969033179804683	7.347357813929454e-05	1767805755
8300	0.00042924683657474816	0.010728778317570686	0.0004292575758881867	7.269952498697734e-05	1767805793
8400	0.0004805339267477393	0.01043213251978159	0.0004805443459190428	7.191855733945387e-05	1767805831
8500	0.0005368421552702785	0.010890873149037361	0.0005368530401028693	7.113091308703498e-05	1767805869
8600	0.00023628940107300878	0.010874338448047638	0.00023630027135368437	7.033683215379002e-05	1767805907
8700	0.07918757200241089	0.008172135800123215	0.07918757945299149	6.953655642446368e-05	1767805945
8800	0.0023214896209537983	0.009730770252645016	0.0023214993998408318	6.873032967079561e-05	1767805983
8900	0.0013245753943920135	0.010659679770469666	0.0013245861046016216	6.7918397477265e-05	1767806021
9000	0.0009286950808018446	0.010316270403563976	0.0009287053835578263	6.710100716628344e-05	1767806059
9100	0.0007182768313214183	0.01096658781170845	0.00071828777436167	6.627840772285784e-05	1767806098
9200	0.0005987259210087359	0.010768274776637554	0.0005987366894260049	6.545084971874738e-05	1767806136
9300	0.0006822519353590906	0.010523582808673382	0.0006822624709457159	6.461858523613684e-05	1767806174
9400	0.0005667343502864242	0.011486087925732136	0.0005667458171956241	6.378186779084995e-05	1767806212
9500	0.00046874862164258957	0.010727686807513237	0.0004687593609560281	6.294095225512603e-05	1767806250
9600	0.00039553886745125055	0.010861573740839958	0.0003955497231800109	6.209609477998338e-05	1767806288
9700	0.0004792030667886138	0.010892332531511784	0.0004792139516212046	6.124755271719325e-05	1767806326
9800	0.00026344056823290884	0.011669105850160122	0.000263452238868922	6.0395584540887963e-05	1767806364
9900	0.00046662884415127337	0.011451620608568192	0.00046664028195664287	5.9540449768827246e-05	1767806402
10000	0.0008040364482440054	0.010822284035384655	0.0008040472748689353	5.868240888334653e-05	1767806441
10100	0.00035062828101217747	0.011576618999242783	0.00035063986433669925	5.782172325201155e-05	1767806479
10200	0.00034678116207942367	0.011150636710226536	0.0003467923088464886	5.695865504800327e-05	1767806517
10300	0.0004747101338580251	0.011493002064526081	0.0004747216298710555	5.6093467170257374e-05	1767806555
10400	0.0007152559701353312	0.011332947760820389	0.0007152673206292093	5.522642316338268e-05	1767806594
10500	0.00023863426758907735	0.011762470938265324	0.00023864602553658187	5.435778713738292e-05	1767806632
10600	0.000629212474450469	0.010803754441440105	0.0006292233010753989	5.348782368720626e-05	1767806670
10700	0.0003095039865002036	0.011085713282227516	0.0003095150750596076	5.26167978121472e-05	1767806708
10800	0.00033537467243149877	0.011916087940335274	0.00033538657589815557	5.174497483512506e-05	1767806746
10900	0.00028064928483217955	0.011705704033374786	0.00028066098457202315	5.0872620321864185e-05	1767806784
11000	0.0005863718688488007	0.011639640666544437	0.0005863835103809834	5e-05	1767806822
11100	0.0003152359277009964	0.011074244044721127	0.0003152470162604004	4.912737967813583e-05	1767806861
11200	0.00041016816976480186	0.011282326653599739	0.00041017946205101907	4.825502516487497e-05	1767806898
11300	0.00034675130154937506	0.011010978370904922	0.0003467623027972877	4.738320218785281e-05	1767806937
11400	0.00039216215373016894	0.011754277162253857	0.00039217391167767346	4.6512176312793736e-05	1767806974
11500	0.000532966572791338	0.010882141068577766	0.0005329774576239288	4.564221286261709e-05	1767807012
11600	0.00031947839306667447	0.011836966499686241	0.00031949023832567036	4.477357683661734e-05	1767807050
11700	0.00037008471554145217	0.01095430925488472	0.0003700956585817039	4.390653282974264e-05	1767807088
11800	0.0005264079663902521	0.011648576706647873	0.0005264196079224348	4.3041344951996746e-05	1767807126
11900	0.00046217499766498804	0.011700084432959557	0.00046218669740483165	4.2178276747988446e-05	1767807164
12000	0.00028217682847753167	0.011357998475432396	0.0002821881789714098	4.131759111665349e-05	1767807202
12100	0.00020503596169874072	0.012042881920933723	0.0002050480106845498	4.045955023117276e-05	1767807241
12200	0.0002597628626972437	0.011305357329547405	0.0002597741549834609	3.960441545911204e-05	1767807279
12300	0.00021250394638627768	0.011909800581634045	0.00021251584985293448	3.875244728280676e-05	1767807317
12400	0.00022223853738978505	0.011823082342743874	0.00022225035354495049	3.790390522001662e-05	1767807355
12500	0.00040796934626996517	0.01170909870415926	0.0004079810460098088	3.705904774487396e-05	1767807393
12600	0.000488283927552402	0.011510645039379597	0.0004882954526692629	3.6218132209150045e-05	1767807431
12700	0.00023325775691773742	0.0119217773899436	0.00023326967493630946	3.5381414763863166e-05	1767807469
12800	0.00032995722722262144	0.011199582368135452	0.0003299684321973473	3.4549150281252636e-05	1767807507
12900	0.00017756102897692472	0.012063262052834034	0.00017757309251464903	3.372159227714218e-05	1767807545
13000	0.0002086696622427553	0.01178056187927723	0.00020868144929409027	3.289899283371657e-05	1767807583
13100	0.0002702284837141633	0.011671141721308231	0.00027024015435017645	3.2081602522734986e-05	1767807622
13200	0.0001828821114031598	0.012152476236224174	0.00018289426225237548	3.12696703292044e-05	1767807660
13300	0.0003323752316646278	0.011356757022440434	0.0003323865821585059	3.046344357553632e-05	1767807698
13400	0.0003005490580108017	0.011191720142960548	0.0003005602629855275	2.9663167846209998e-05	1767807736
13500	0.0001617184461792931	0.012172454968094826	0.000161730611580424	2.886908691296504e-05	1767807774
13600	0.00020337301248218864	0.012227345257997513	0.00020338523609098047	2.8081442660546125e-05	1767807812
13700	0.00030646243249066174	0.011786235496401787	0.0003064742195419967	2.7300475013022663e-05	1767807850
13800	0.00026976937078870833	0.0120122404769063	0.00026978139067068696	2.6526421860705473e-05	1767807889
13900	0.00017279121675528586	0.011663700453937054	0.000172802887391299	2.575951898768315e-05	1767807926
14000	0.0002733473666012287	0.011245978996157646	0.000273358600679785	2.500000000000001e-05	1767807965
14100	0.00024558138102293015	0.011874250136315823	0.0002455932553857565	2.4248096254497288e-05	1767808003
14200	0.0002400752273388207	0.011634239926934242	0.00024008685431908816	2.350403678833976e-05	1767808041
14300	9.249237336916849e-05	0.012979053892195225	9.25053536775522e-05	2.2768048249248648e-05	1767808079
14400	0.00018599524628371	0.011966649442911148	0.00018600720795802772	2.2040354826462668e-05	1767808117
14500	0.00014140273560769856	0.012196293100714684	0.00014141493011265993	2.132117818244771e-05	1767808156
14600	0.00017317596939392388	0.012509394437074661	0.00017318848404102027	2.061073738537635e-05	1767808193
14700	0.00022298586554825306	0.01168549619615078	0.00022299755073618144	1.9909248842397584e-05	1767808232
14800	0.00017398087948095053	0.011801179498434067	0.00017399268108420074	1.9216926233717085e-05	1767808270
14900	0.00023250486992765218	0.011743152514100075	0.00023251661332324147	1.8533980447508137e-05	1767808308
15000	0.00015738821821287274	0.011969586834311485	0.0001574001944391057	1.7860619515673033e-05	1767808346
15100	0.00021284917602315545	0.01169152744114399	0.00021286086121108383	1.7197048550474643e-05	1767808384
15200	0.0002907251182477921	0.011402901262044907	0.00029073652694933116	1.6543469682057106e-05	1767808422
15300	0.00010479801130713895	0.01280317921191454	0.00010481081699253991	1.5900081996875083e-05	1767808460
15400	0.00017957469390239567	0.012145062908530235	0.00017958684475161135	1.526708147705013e-05	1767808499
15500	0.000200496957404539	0.011856812983751297	0.0002005088172154501	1.4644660940672627e-05	1767808537
15600	0.0002413935144431889	0.01149987056851387	0.00024140501045621932	1.4033009983067452e-05	1767808575
15700	0.00015630981943104416	0.012031159363687038	0.00015632185386493802	1.3432314919041478e-05	1767808613
15800	0.00018188694957643747	0.011845688335597515	0.00018189879483543336	1.2842758726130283e-05	1767808651
15900	0.00015897757839411497	0.012304238975048065	0.00015898988931439817	1.22645209888614e-05	1767808689
16000	0.00015951837121974677	0.011701591312885284	0.00015953007095959038	1.1697777844051105e-05	1767808727
16100	0.00022890557011123747	0.01175605971366167	0.000228917328058742	1.1142701927151456e-05	1767808765
16200	0.00019076192984357476	0.011912141926586628	0.0001907738478621468	1.0599462319663905e-05	1767808803
16300	0.00024181335174944252	0.011853022500872612	0.00024182521156035364	1.006822449763537e-05	1767808842
16400	0.00014498509699478745	0.011908696964383125	0.00014499700046144426	9.549150281252633e-06	1767808880
16500	0.00022073203581385314	0.011917267926037312	0.00022074395383242518	9.042397785550405e-06	1767808918
16600	0.00015671842265874147	0.012133795768022537	0.00015673055895604193	8.548121372247918e-06	1767808956
16700	0.00017008617578539997	0.012063130736351013	0.0001700982393231243	8.066471602728803e-06	1767808994
16800	0.0001324928307440132	0.012039439752697945	0.00013250486517790705	7.597595192178702e-06	1767809032
16900	0.00016879916074685752	0.012202741578221321	0.00016881136980373412	7.1416349648943894e-06	1767809070
17000	9.913087706081569e-05	0.012490956112742424	9.914336988003924e-05	6.698729810778065e-06	1767809108
17100	0.0001463802473153919	0.01182704046368599	0.00014639207802247256	6.269014643030213e-06	1767809146
17200	0.00010189279419137165	0.01233634352684021	0.00010190512693952769	5.852620357053651e-06	1767809185
17300	0.00012948793300893158	0.012126578018069267	0.0001295000547543168	5.449673790581611e-06	1767809223
17400	0.0001357344153802842	0.011837955564260483	0.00013574624608736485	5.060297685041659e-06	1767809261
17500	0.0001229450572282076	0.012235220521688461	0.00012295729538891464	4.684610648167503e-06	1767809299
17600	0.00012603850336745381	0.012280482798814774	0.00012605078518390656	4.322727117869951e-06	1767809337
17700	0.0001877084723673761	0.011949717998504639	0.00018772041948977858	3.974757327377981e-06	1767809375
17800	0.00011141579307150096	0.01228356547653675	0.0001114280748879537	3.6408072716606346e-06	1767809413
17900	0.0001911346334964037	0.011869304813444614	0.00019114650785923004	3.3209786751399187e-06	1767809451
18000	0.00016101371147669852	0.012252988293766975	0.0001610259641893208	3.0153689607045845e-06	1767809489
18100	0.0001637699460843578	0.011919146403670311	0.00016378186410292983	2.724071220034158e-06	1767809528
18200	0.00016464668442495167	0.011886481195688248	0.00016465857333969325	2.4471741852423237e-06	1767809566
18300	9.272615716326982e-05	0.012607552111148834	9.27387663978152e-05	2.1847622018482283e-06	1767809604
18400	0.00014771980931982398	0.01200680062174797	0.00014773181464988738	1.9369152030840556e-06	1767809642
18500	0.00017823746020440012	0.011958698742091656	0.00017824942187871784	1.70370868554659e-06	1767809680
18600	0.00015677577175665647	0.012140624225139618	0.00015678790805395693	1.4852136862001764e-06	1767809718
18700	0.00013387152284849435	0.01198059692978859	0.0001338834990747273	1.2814967607382432e-06	1767809756
18800	0.00016921402129810303	0.012083371169865131	0.00016922609938774258	1.0926199633097157e-06	1767809794
18900	0.00020987069001421332	0.011758074164390564	0.00020988244796171784	9.186408276168013e-07	1767809832
19000	0.00013764036702923477	0.012210607528686523	0.00013765257608611137	7.596123493895991e-07	1767809870
19100	0.00016410203534178436	0.011751256883144379	0.00016411379328928888	6.15582970243117e-07	1767809909
19200	9.833522199187428e-05	0.012248409911990166	9.834746742853895e-05	4.865965629214819e-07	1767809947
19300	0.00010240463598165661	0.0124099375680089	0.00010241704876534641	3.7269241793390085e-07	1767809985
19400	0.00013419470633380115	0.012068845331668854	0.00013420676987152547	2.7390523158633554e-07	1767810023
19500	8.942862041294575e-05	0.012251606211066246	8.944087312556803e-05	1.9026509541272275e-07	1767810061
19600	0.00010817699512699619	0.01276203989982605	0.00010818975715665147	1.2179748700879012e-07	1767810099
19700	0.00015984712808858603	0.011893844231963158	0.0001598590170033276	6.852326227130834e-08	1767810137
19800	0.00012855186650995165	0.011917931959033012	0.00012856378452852368	3.04586490452119e-08	1767810175
19900	0.00015740274102427065	0.012341365218162537	0.0001574150810483843	7.615242180436522e-09	1767810213
20000	0.00013537119957618415	0.012219104915857315	0.00013538342318497598	0.0	1767810251
