image_name,signal_b50,signal_b800,signal_b2000
labels_mask_case_id_TCGA-G3-A5SK_0_1_cell_expansion_13_0_threshold_0_8_facet_size_3.0.csv.tif,23699.395047974725,10108.106708540232,4862.989782841818
labels_mask_case_id_TCGA-CC-A3MA_0_0_cell_expansion_3_0_threshold_0_4_facet_size_3.0.csv.tif,23505.160650360653,9774.435491388653,5332.384346389842
labels_mask_case_id_TCGA-CC-5261_3_2_cell_expansion_3_0_threshold_0_6_facet_size_3.0.csv.tif,24167.42010184862,13297.660344086846,8058.672774571809
labels_mask_case_id_TCGA-YA-A8S7_2_4_cell_expansion_15_0_threshold_0_5_facet_size_3.0.csv.tif,22621.28103046233,4905.256911970964,1520.181394716701
labels_mask_case_id_TCGA-G3-A7M6_3_0_cell_expansion_9_0_threshold_0_5_facet_size_3.0.csv.tif,24658.883230343377,16080.31581276272,9655.577785241068
labels_mask_case_id_TCGA-CC-5261_3_1_cell_expansion_11_0_threshold_0_8_facet_size_3.0.csv.tif,24031.778062895377,11824.576320142703,5845.527817058452
labels_mask_case_id_TCGA-G3-A5SK_0_4_cell_expansion_1_0_threshold_0_6_facet_size_3.0.csv.tif,23013.68368048256,6941.72154827668,3544.401418114809
labels_mask_case_id_TCGA-CC-5261_3_4_cell_expansion_11_0_threshold_0_7_facet_size_3.0.csv.tif,24509.279733655883,14906.382193903846,8463.406971415585
labels_mask_case_id_TCGA-CC-A3MA_2_0_cell_expansion_3_0_threshold_0_5_facet_size_3.0.csv.tif,24541.078718650977,15589.806173952116,9840.499671520134
labels_mask_case_id_TCGA-CC-A8HT_0_3_cell_expansion_13_0_threshold_0_8_facet_size_3.0.csv.tif,23121.437757079075,7038.400018852157,2557.9587149951603
labels_mask_case_id_TCGA-K7-AAU7_0_4_cell_expansion_11_0_threshold_0_7_facet_size_3.0.csv.tif,22751.75312406469,5388.370669079724,1866.087207743758
labels_mask_case_id_TCGA-G3-A7M6_0_2_cell_expansion_9_0_threshold_0_6_facet_size_3.0.csv.tif,24629.001436533043,15847.86375621321,9392.822062967489
labels_mask_case_id_TCGA-CC-A3MA_3_0_cell_expansion_11_0_threshold_0_6_facet_size_3.0.csv.tif,22816.69099240894,5848.984570631636,2237.3992139304023
labels_mask_case_id_TCGA-G3-A5SK_3_2_cell_expansion_15_0_threshold_0_6_facet_size_3.0.csv.tif,24689.79691254361,16565.64879552973,10602.879697988044
labels_mask_case_id_TCGA-K7-AAU7_1_0_cell_expansion_11_0_threshold_0_6_facet_size_3.0.csv.tif,23031.529258450377,6979.7986000097135,3145.2702850558453
labels_mask_case_id_TCGA-CC-A3MA_1_0_cell_expansion_15_0_threshold_0_8_facet_size_3.0.csv.tif,24214.969772290708,12768.713199209653,6319.281189523591
labels_mask_case_id_TCGA-DD-AAED_0_2_cell_expansion_1_0_threshold_0_4_facet_size_3.0.csv.tif,23750.52376866061,11119.054021598702,6969.321966170975
labels_mask_case_id_TCGA-CC-A8HT_4_3_cell_expansion_5_0_threshold_0_5_facet_size_3.0.csv.tif,24170.709585005192,13211.20673398654,7803.8149180082255
labels_mask_case_id_TCGA-G3-A5SK_2_4_cell_expansion_15_0_threshold_0_8_facet_size_3.0.csv.tif,23678.948950217346,10025.160107887395,4711.071575471006
labels_mask_case_id_TCGA-CC-A3MA_0_4_cell_expansion_9_0_threshold_0_4_facet_size_3.0.csv.tif,24440.039813683565,14963.194432213742,9209.918832832544
labels_mask_case_id_TCGA-CC-A3MA_2_4_cell_expansion_11_0_threshold_0_7_facet_size_3.0.csv.tif,24603.992403961045,15487.535470148188,8932.070364911964
labels_mask_case_id_TCGA-YA-A8S7_2_2_cell_expansion_13_0_threshold_0_8_facet_size_3.0.csv.tif,23562.970346431623,9094.547936709438,3825.360175764335
