step	loss	lr	ts	t_mean	drop_ratio	black_ratio	latent_mean	latent_std
1400	0.12476582825183868	5e-06	1770300467	425.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
1450	0.11845093965530396	5e-06	1770300474	443.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
1500	0.11020560562610626	5e-06	1770300481	397.6875	0.0	0.0	-0.04677078500390053	0.8239247798919678
1550	0.12112324684858322	5e-06	1770300488	514.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
1600	0.10659441351890564	5e-06	1770300495	447.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
1650	0.11051102727651596	5e-06	1770300502	473.5625	0.0	0.0	-0.04677078500390053	0.8239247798919678
1700	0.09169642627239227	5e-06	1770300509	420.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
1750	0.11995866894721985	5e-06	1770300516	510.0625	0.0	0.0	-0.04677078500390053	0.8239247798919678
1800	0.11705368757247925	5e-06	1770300524	526.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
1850	0.11526793241500854	5e-06	1770300530	436.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
1900	0.09015800058841705	5e-06	1770300537	398.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
1950	0.11648386716842651	5e-06	1770300545	586.9375	0.0	0.0	-0.04677078500390053	0.8239247798919678
2000	0.11268384754657745	5e-06	1770300551	543.5625	0.0	0.0	-0.04677078500390053	0.8239247798919678
2050	0.0697183758020401	5e-06	1770300559	343.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
2100	0.09846276044845581	5e-06	1770300566	523.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
2150	0.1106000542640686	5e-06	1770300573	582.9375	0.0	0.0	-0.04677078500390053	0.8239247798919678
2200	0.10564830899238586	5e-06	1770300580	530.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
2250	0.10289553552865982	5e-06	1770300587	526.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
2300	0.08070021867752075	5e-06	1770300594	448.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
2350	0.0626060888171196	5e-06	1770300601	352.875	0.0	0.0	-0.04677078500390053	0.8239247798919678
2400	0.0866774320602417	5e-06	1770300608	515.125	0.0	0.0	-0.04677078500390053	0.8239247798919678
2450	0.0662151649594307	5e-06	1770300614	418.9375	0.0	0.0	-0.04677078500390053	0.8239247798919678
2500	0.09287424385547638	5e-06	1770300622	489.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
2550	0.0710766613483429	5e-06	1770300628	457.5625	0.0	0.0	-0.04677078500390053	0.8239247798919678
2600	0.08430441468954086	5e-06	1770300636	452.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
2650	0.06286510825157166	5e-06	1770300643	403.0	0.0	0.0	-0.04677078500390053	0.8239247798919678
2700	0.06636174023151398	5e-06	1770300650	409.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
2750	0.07544824481010437	5e-06	1770300657	405.0625	0.0	0.0	-0.04677078500390053	0.8239247798919678
2800	0.07753677666187286	5e-06	1770300663	592.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
2850	0.062490325421094894	5e-06	1770300671	441.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
2900	0.06783180683851242	5e-06	1770300678	556.4375	0.0	0.0	-0.04677078500390053	0.8239247798919678
2950	0.06940513104200363	5e-06	1770300685	413.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
3000	0.0733506977558136	5e-06	1770300692	500.0625	0.0	0.0	-0.04677078500390053	0.8239247798919678
3050	0.06213501840829849	5e-06	1770300700	463.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
3100	0.04733875393867493	5e-06	1770300707	365.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
3150	0.05316058546304703	5e-06	1770300714	418.4375	0.0	0.0	-0.04677078500390053	0.8239247798919678
3200	0.06799191981554031	5e-06	1770300721	533.5	0.0	0.0	-0.04677078500390053	0.8239247798919678
3250	0.08656369149684906	5e-06	1770300728	457.0625	0.0	0.0	-0.04677078500390053	0.8239247798919678
3300	0.07599414139986038	5e-06	1770300735	587.9375	0.0	0.0	-0.04677078500390053	0.8239247798919678
3350	0.05865897238254547	5e-06	1770300742	484.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
3400	0.057892970740795135	5e-06	1770300748	530.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
3450	0.1180848479270935	5e-06	1770300754	665.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
3500	0.07695203274488449	5e-06	1770300761	568.125	0.0	0.0	-0.04677078500390053	0.8239247798919678
3550	0.056456632912158966	5e-06	1770300767	389.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
3600	0.1005670577287674	5e-06	1770300773	519.4375	0.0	0.0	-0.04677078500390053	0.8239247798919678
3650	0.04574398696422577	5e-06	1770300779	402.125	0.0	0.0	-0.04677078500390053	0.8239247798919678
3700	0.04975072294473648	5e-06	1770300786	461.875	0.0	0.0	-0.04677078500390053	0.8239247798919678
3750	0.06118002161383629	5e-06	1770300793	593.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
3800	0.04991041496396065	5e-06	1770300800	524.75	0.0	0.0	-0.04677078500390053	0.8239247798919678
3850	0.04967937618494034	5e-06	1770300807	524.0	0.0	0.0	-0.04677078500390053	0.8239247798919678
3900	0.07875332236289978	5e-06	1770300814	589.0625	0.0	0.0	-0.04677078500390053	0.8239247798919678
3950	0.06295088678598404	5e-06	1770300821	460.6875	0.0	0.0	-0.04677078500390053	0.8239247798919678
4000	0.06421110033988953	5e-06	1770300828	605.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
4050	0.04057607799768448	5e-06	1770300835	441.0625	0.0	0.0	-0.04677078500390053	0.8239247798919678
4100	0.06221659481525421	5e-06	1770300841	431.75	0.0	0.0	-0.04677078500390053	0.8239247798919678
4150	0.03307994082570076	5e-06	1770300848	400.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
4200	0.04144402593374252	5e-06	1770300855	506.6875	0.0	0.0	-0.04677078500390053	0.8239247798919678
4250	0.04395066946744919	5e-06	1770300861	521.875	0.0	0.0	-0.04677078500390053	0.8239247798919678
4300	0.10001339018344879	5e-06	1770300867	625.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
4350	0.03972649574279785	5e-06	1770300873	532.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
4400	0.07025275379419327	5e-06	1770300880	406.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
4450	0.036408931016922	5e-06	1770300887	536.4375	0.0	0.0	-0.04677078500390053	0.8239247798919678
4500	0.04493333399295807	5e-06	1770300894	587.5	0.0	0.0	-0.04677078500390053	0.8239247798919678
4550	0.038241662085056305	5e-06	1770300901	525.0	0.0	0.0	-0.04677078500390053	0.8239247798919678
4600	0.033940207213163376	5e-06	1770300908	495.5	0.0	0.0	-0.04677078500390053	0.8239247798919678
4650	0.038232143968343735	5e-06	1770300915	533.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
4700	0.027533642947673798	5e-06	1770300922	472.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
4750	0.03666697442531586	5e-06	1770300929	602.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
4800	0.025933904573321342	5e-06	1770300935	355.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
4850	0.0590541772544384	5e-06	1770300941	602.0	0.0	0.0	-0.04677078500390053	0.8239247798919678
4900	0.048054732382297516	5e-06	1770300948	537.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
4950	0.027361450716853142	5e-06	1770300955	598.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
5000	0.027261972427368164	5e-06	1770300962	490.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
5050	0.04848245903849602	5e-06	1770300970	548.4375	0.0	0.0	-0.04677078500390053	0.8239247798919678
5100	0.02032626047730446	5e-06	1770300977	334.5625	0.0	0.0	-0.04677078500390053	0.8239247798919678
5150	0.03872276842594147	5e-06	1770300984	573.5	0.0	0.0	-0.04677078500390053	0.8239247798919678
5200	0.019289303570985794	5e-06	1770300991	415.6875	0.0	0.0	-0.04677078500390053	0.8239247798919678
5250	0.04293952137231827	5e-06	1770300998	513.875	0.0	0.0	-0.04677078500390053	0.8239247798919678
5300	0.026526713743805885	5e-06	1770301005	488.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
5350	0.033104099333286285	5e-06	1770301011	416.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
5400	0.06381694972515106	5e-06	1770301019	523.0625	0.0	0.0	-0.04677078500390053	0.8239247798919678
5450	0.12023996561765671	5e-06	1770301026	549.9375	0.0	0.0	-0.04677078500390053	0.8239247798919678
5500	0.05526537448167801	5e-06	1770301033	584.5625	0.0	0.0	-0.04677078500390053	0.8239247798919678
5550	0.023926332592964172	5e-06	1770301040	401.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
5600	0.020102623850107193	5e-06	1770301047	579.9375	0.0	0.0	-0.04677078500390053	0.8239247798919678
5650	0.033867247402668	5e-06	1770301054	512.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
5700	0.020166534930467606	5e-06	1770301061	628.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
5750	0.017007946968078613	5e-06	1770301068	435.75	0.0	0.0	-0.04677078500390053	0.8239247798919678
5800	0.028592422604560852	5e-06	1770301075	585.0	0.0	0.0	-0.04677078500390053	0.8239247798919678
5850	0.019957195967435837	5e-06	1770301082	498.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
5900	0.016644015908241272	5e-06	1770301089	432.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
5950	0.01595795899629593	5e-06	1770301097	483.6875	0.0	0.0	-0.04677078500390053	0.8239247798919678
6000	0.017908668145537376	5e-06	1770301104	598.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
6050	0.018061229959130287	5e-06	1770301111	549.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
6100	0.012394863180816174	5e-06	1770301118	372.4375	0.0	0.0	-0.04677078500390053	0.8239247798919678
6150	0.01347297988831997	5e-06	1770301125	442.5625	0.0	0.0	-0.04677078500390053	0.8239247798919678
6200	0.01845283806324005	5e-06	1770301132	559.75	0.0	0.0	-0.04677078500390053	0.8239247798919678
6250	0.013941720128059387	5e-06	1770301139	441.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
6300	0.015222826972603798	5e-06	1770301146	425.0	0.0	0.0	-0.04677078500390053	0.8239247798919678
6350	0.040452875196933746	5e-06	1770301152	514.5625	0.0	0.0	-0.04677078500390053	0.8239247798919678
6400	0.016329482197761536	5e-06	1770301160	517.9375	0.0	0.0	-0.04677078500390053	0.8239247798919678
6450	0.015618718229234219	5e-06	1770301166	435.5625	0.0	0.0	-0.04677078500390053	0.8239247798919678
6500	0.026637688279151917	5e-06	1770301174	490.875	0.0	0.0	-0.04677078500390053	0.8239247798919678
6550	0.018455836921930313	5e-06	1770301181	466.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
6600	0.01508571207523346	5e-06	1770301187	528.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
6650	0.019178051501512527	5e-06	1770301195	414.4375	0.0	0.0	-0.04677078500390053	0.8239247798919678
6700	0.013543672859668732	5e-06	1770301202	505.125	0.0	0.0	-0.04677078500390053	0.8239247798919678
6750	0.010822259820997715	5e-06	1770301209	459.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
6800	0.010984359309077263	5e-06	1770301216	490.875	0.0	0.0	-0.04677078500390053	0.8239247798919678
6850	0.02777489647269249	5e-06	1770301223	574.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
6900	0.06758789718151093	5e-06	1770301230	462.875	0.0	0.0	-0.04677078500390053	0.8239247798919678
6950	0.015504995360970497	5e-06	1770301237	522.0625	0.0	0.0	-0.04677078500390053	0.8239247798919678
7000	0.014941606670618057	5e-06	1770301244	565.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
7050	0.01704339310526848	5e-06	1770301251	533.0	0.0	0.0	-0.04677078500390053	0.8239247798919678
7100	0.009915968403220177	5e-06	1770301258	533.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
7150	0.00996322650462389	5e-06	1770301264	458.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
7200	0.015765126794576645	5e-06	1770301271	571.75	0.0	0.0	-0.04677078500390053	0.8239247798919678
7250	0.010285252705216408	5e-06	1770301277	505.6875	0.0	0.0	-0.04677078500390053	0.8239247798919678
7300	0.013692246749997139	5e-06	1770301284	491.0625	0.0	0.0	-0.04677078500390053	0.8239247798919678
7350	0.012896686792373657	5e-06	1770301290	539.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
7400	0.010519042611122131	5e-06	1770301297	502.9375	0.0	0.0	-0.04677078500390053	0.8239247798919678
7450	0.00876717921346426	5e-06	1770301304	504.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
7500	0.007264380343258381	5e-06	1770301311	404.875	0.0	0.0	-0.04677078500390053	0.8239247798919678
7550	0.008193952962756157	5e-06	1770301318	529.6875	0.0	0.0	-0.04677078500390053	0.8239247798919678
7600	0.010593005456030369	5e-06	1770301325	556.5625	0.0	0.0	-0.04677078500390053	0.8239247798919678
7650	0.052124328911304474	5e-06	1770301331	462.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
7700	0.009142281487584114	5e-06	1770301337	403.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
7750	0.005974846426397562	5e-06	1770301343	357.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
7800	0.00687995832413435	5e-06	1770301349	467.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
7850	0.006432561203837395	5e-06	1770301355	416.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
7900	0.007803617976605892	5e-06	1770301361	442.9375	0.0	0.0	-0.04677078500390053	0.8239247798919678
7950	0.006559583358466625	5e-06	1770301368	499.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
8000	0.007463590707629919	5e-06	1770301375	488.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
8050	0.007012054789811373	5e-06	1770301381	543.5	0.0	0.0	-0.04677078500390053	0.8239247798919678
8100	0.006340032443404198	5e-06	1770301388	484.6875	0.0	0.0	-0.04677078500390053	0.8239247798919678
8150	0.03704877942800522	5e-06	1770301394	518.75	0.0	0.0	-0.04677078500390053	0.8239247798919678
8200	0.009812967851758003	5e-06	1770301400	545.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
8250	0.008030173368752003	5e-06	1770301407	571.5625	0.0	0.0	-0.04677078500390053	0.8239247798919678
8300	0.03582210838794708	5e-06	1770301414	576.0	0.0	0.0	-0.04677078500390053	0.8239247798919678
8350	0.02887578122317791	5e-06	1770301421	555.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
8400	0.00626637227833271	5e-06	1770301428	572.3125	0.0	0.0	-0.04677078500390053	0.8239247798919678
8450	0.013047527521848679	5e-06	1770301435	578.5	0.0	0.0	-0.04677078500390053	0.8239247798919678
8500	0.005338069051504135	5e-06	1770301442	479.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
8550	0.005407487973570824	5e-06	1770301449	447.875	0.0	0.0	-0.04677078500390053	0.8239247798919678
8600	0.03556130826473236	5e-06	1770301456	467.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
8650	0.005966284312307835	5e-06	1770301464	587.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
8700	0.006668874062597752	5e-06	1770301470	551.4375	0.0	0.0	-0.04677078500390053	0.8239247798919678
8750	0.0046953619457781315	5e-06	1770301478	459.75	0.0	0.0	-0.04677078500390053	0.8239247798919678
8800	0.004654206335544586	5e-06	1770301484	446.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
8850	0.006195420399308205	5e-06	1770301492	642.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
8900	0.014434146694839	5e-06	1770301499	501.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
8950	0.011163031682372093	5e-06	1770301505	556.9375	0.0	0.0	-0.04677078500390053	0.8239247798919678
9000	0.005285758525133133	5e-06	1770301513	441.0	0.0	0.0	-0.04677078500390053	0.8239247798919678
9050	0.0059317308478057384	5e-06	1770301520	423.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
9100	0.005123739596456289	5e-06	1770301527	552.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
9150	0.011231432668864727	5e-06	1770301534	480.0625	0.0	0.0	-0.04677078500390053	0.8239247798919678
9200	0.0045636422000825405	5e-06	1770301541	445.9375	0.0	0.0	-0.04677078500390053	0.8239247798919678
9250	0.004178205505013466	5e-06	1770301548	448.1875	0.0	0.0	-0.04677078500390053	0.8239247798919678
9300	0.04523057863116264	5e-06	1770301555	511.0625	0.0	0.0	-0.04677078500390053	0.8239247798919678
9350	0.007641078904271126	5e-06	1770301562	495.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
9400	0.003831908805295825	5e-06	1770301568	443.0	0.0	0.0	-0.04677078500390053	0.8239247798919678
9450	0.004389259964227676	5e-06	1770301576	537.625	0.0	0.0	-0.04677078500390053	0.8239247798919678
9500	0.0064764772541821	5e-06	1770301582	512.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
9550	0.005734611768275499	5e-06	1770301589	625.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
9600	0.004632420837879181	5e-06	1770301596	532.75	0.0	0.0	-0.04677078500390053	0.8239247798919678
9650	0.0034090301487594843	5e-06	1770301603	432.8125	0.0	0.0	-0.04677078500390053	0.8239247798919678
9700	0.0034613029565662146	5e-06	1770301610	443.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
9750	0.004050381015986204	5e-06	1770301617	539.25	0.0	0.0	-0.04677078500390053	0.8239247798919678
9800	0.019198836758732796	5e-06	1770301624	613.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
9850	0.004003388341516256	5e-06	1770301631	471.5625	0.0	0.0	-0.04677078500390053	0.8239247798919678
9900	0.003662943374365568	5e-06	1770301638	481.375	0.0	0.0	-0.04677078500390053	0.8239247798919678
9950	0.0037048778031021357	5e-06	1770301645	417.0625	0.0	0.0	-0.04677078500390053	0.8239247798919678
10000	0.004063970409333706	5e-06	1770301652	484.5	0.0	0.0	-0.04677078500390053	0.8239247798919678
