step	loss	lr	ts
50	0.2717214822769165	1e-05	1765983507
100	0.18982350826263428	1e-05	1765983512
150	0.1320498287677765	1e-05	1765983517
200	0.2214343249797821	1e-05	1765983522
250	0.14144626259803772	1e-05	1765983527
300	0.1358012557029724	1e-05	1765983532
350	0.19522932171821594	1e-05	1765983537
400	0.11786949634552002	1e-05	1765983542
450	0.09233847260475159	1e-05	1765983548
500	0.04997730255126953	1e-05	1765983553
550	0.1129511371254921	1e-05	1765983558
600	0.05611024796962738	1e-05	1765983563
650	0.057944901287555695	1e-05	1765983568
700	0.031687770038843155	1e-05	1765983573
750	0.051479242742061615	1e-05	1765983578
800	0.04353810101747513	1e-05	1765983583
50	0.27172335982322693	1e-05	1765983929
100	0.18982401490211487	1e-05	1765983934
150	0.13205000758171082	1e-05	1765983939
200	0.22143277525901794	1e-05	1765983944
250	0.14144733548164368	1e-05	1765983949
300	0.1357850730419159	1e-05	1765983954
350	0.19522565603256226	1e-05	1765983959
400	0.11787594854831696	1e-05	1765983964
450	0.09233354032039642	1e-05	1765983970
500	0.04997711256146431	1e-05	1765983975
550	0.11295606195926666	1e-05	1765983980
600	0.05610495060682297	1e-05	1765983985
650	0.05793427675962448	1e-05	1765983990
700	0.03168591856956482	1e-05	1765983995
750	0.05147426947951317	1e-05	1765984000
800	0.04354820400476456	1e-05	1765984005
850	0.044509366154670715	1e-05	1765984011
900	0.1580352783203125	1e-05	1765984016
950	0.031022362411022186	1e-05	1765984021
1000	0.026272999122738838	1e-05	1765984026
