step	recon	kl	loss	lr	ts
100	0.0910351425409317	0.004837921820580959	0.0910351499915123	5e-06	1764282998
200	0.06960801035165787	0.00906374491751194	0.06960801780223846	1e-05	1764283018
300	0.08428268134593964	0.006848773919045925	0.08428268879652023	1.5e-05	1764283038
400	0.05304273962974548	0.012804746627807617	0.05304275080561638	2e-05	1764283058
500	0.02942865528166294	0.006345004308968782	0.02942866086959839	2.5e-05	1764283078
600	0.04064624011516571	0.013428278267383575	0.040646255016326904	3e-05	1764283098
700	0.057185061275959015	0.013849207200109959	0.05718507617712021	3.5e-05	1764283119
800	0.01562512293457985	0.011125797405838966	0.015625134110450745	4e-05	1764283139
900	0.02648031711578369	0.0128845339640975	0.026480330154299736	4.5e-05	1764283159
1000	0.023379165679216385	0.013791751116514206	0.02337917871773243	5e-05	1764283179
1100	0.0358792319893837	0.01791543886065483	0.03587925061583519	5.500000000000001e-05	1764283199
1200	0.018811427056789398	0.014238833449780941	0.018811441957950592	6e-05	1764283220
1300	0.023162677884101868	0.01699944958090782	0.02316269464790821	6.500000000000001e-05	1764283240
1400	0.0205241572111845	0.017437703907489777	0.020524173974990845	7e-05	1764283260
1500	0.02130797877907753	0.013473078608512878	0.021307991817593575	7.500000000000001e-05	1764283280
1600	0.01823362521827221	0.01716410368680954	0.018233641982078552	8e-05	1764283300
1700	0.020563464611768723	0.02053731493651867	0.020563485100865364	8.5e-05	1764283321
1800	0.016025010496377945	0.015371528454124928	0.01602502539753914	9e-05	1764283341
1900	0.009993279352784157	0.015831273049116135	0.009993295185267925	9.5e-05	1764283361
2000	0.01565336249768734	0.010386819019913673	0.015653373673558235	0.0001	1764283381
2100	0.01062164455652237	0.012907718308269978	0.010621657595038414	9.999238475781957e-05	1764283402
2200	0.00985057931393385	0.018256187438964844	0.009850597940385342	9.99695413509548e-05	1764283422
2300	0.010772591456770897	0.01699991151690483	0.01077260822057724	9.99314767377287e-05	1764283442
2400	0.010117955505847931	0.0166437067091465	0.010117972269654274	9.987820251299122e-05	1764283462
2500	0.008825364522635937	0.01728302240371704	0.008825382217764854	9.980973490458728e-05	1764283482
2600	0.008055472746491432	0.0163209717720747	0.008055489510297775	9.972609476841367e-05	1764283503
2700	0.01543631311506033	0.023734888061881065	0.015436336398124695	9.962730758206611e-05	1764283523
2800	0.013374511152505875	0.017050733789801598	0.013374527916312218	9.951340343707852e-05	1764283543
2900	0.006276532541960478	0.017567448318004608	0.0062765502370893955	9.938441702975689e-05	1764283563
3000	0.01107172854244709	0.016278736293315887	0.011071744374930859	9.924038765061042e-05	1764283583
3100	0.010796182788908482	0.016166698187589645	0.01079619862139225	9.908135917238321e-05	1764283604
3200	0.01838415116071701	0.021120142191648483	0.018384171649813652	9.890738003669029e-05	1764283624
3300	0.01395967323333025	0.01211920939385891	0.01395968534052372	9.871850323926177e-05	1764283644
3400	0.015616721473634243	0.020490065217018127	0.015616741962730885	9.851478631379982e-05	1764283664
3500	0.011107481084764004	0.02082640305161476	0.011107501573860645	9.829629131445342e-05	1764283684
3600	0.0058184522204101086	0.014700759202241898	0.005818467121571302	9.806308479691595e-05	1764283705
3700	0.009163519367575645	0.018902819603681564	0.009163537994027138	9.781523779815179e-05	1764283725
3800	0.00755988759920001	0.01984797790646553	0.0075599076226353645	9.755282581475769e-05	1764283745
3900	0.008640549145638943	0.021234460175037384	0.008640570566058159	9.727592877996585e-05	1764283765
4000	0.009307545609772205	0.021511591970920563	0.009307567030191422	9.698463103929542e-05	1764283786
4100	0.006390766240656376	0.021923094987869263	0.006390788126736879	9.667902132486009e-05	1764283806
4200	0.004891441203653812	0.014422401785850525	0.004891455639153719	9.635919272833938e-05	1764283826
4300	0.008007165975868702	0.015656009316444397	0.00800718180835247	9.602524267262203e-05	1764283846
4400	0.004628333263099194	0.015823818743228912	0.004628349095582962	9.567727288213005e-05	1764283866
4500	0.012110240757465363	0.02196398563683033	0.012110263109207153	9.53153893518325e-05	1764283887
4600	0.006281901150941849	0.011595746502280235	0.0062819127924740314	9.493970231495835e-05	1764283907
4700	0.006606947630643845	0.013906090520322323	0.006606961600482464	9.45503262094184e-05	1764283927
4800	0.0056137945502996445	0.01511785015463829	0.005613809451460838	9.414737964294636e-05	1764283947
4900	0.0036591000389307737	0.017062757164239883	0.0036591170355677605	9.373098535696979e-05	1764283968
5000	0.005997461266815662	0.019697479903697968	0.005997480824589729	9.330127018922194e-05	1764283988
5100	0.00636749342083931	0.020328082144260406	0.006367513909935951	9.285836503510562e-05	1764284009
5200	0.009073430672287941	0.014344926923513412	0.00907344464212656	9.24024048078213e-05	1764284029
5300	0.007752427831292152	0.024814637377858162	0.00775245251134038	9.193352839727121e-05	1764284049
5400	0.0043297153897583485	0.016975905746221542	0.0043297321535646915	9.145187862775209e-05	1764284069
5500	0.008398558013141155	0.021423792466521263	0.008398579433560371	9.09576022144496e-05	1764284090
5600	0.01051325537264347	0.01813964918255806	0.010513273067772388	9.045084971874738e-05	1764284110
5700	0.008023232221603394	0.021004946902394295	0.00802325364202261	8.993177550236464e-05	1764284130
5800	0.005163703113794327	0.01556770596653223	0.005163718480616808	8.940053768033609e-05	1764284150
5900	0.002060858067125082	0.014672203920781612	0.002060872735455632	8.885729807284856e-05	1764284171
6000	0.002207067795097828	0.01079159788787365	0.002207078505307436	8.83022221559489e-05	1764284191
6100	0.004617038182914257	0.019840676337480545	0.004617058206349611	8.773547901113862e-05	1764284211
6200	0.007319167722016573	0.020901281386613846	0.007319188676774502	8.715724127386972e-05	1764284231
6300	0.010998005047440529	0.020400797948241234	0.01099802553653717	8.656768508095853e-05	1764284251
6400	0.008382979780435562	0.022114884108304977	0.008383002132177353	8.596699001693255e-05	1764284272
6500	0.008860276080667973	0.01891695335507393	0.008860294707119465	8.535533905932738e-05	1764284292
6600	0.004306592978537083	0.020562009885907173	0.004306613467633724	8.473291852294987e-05	1764284312
6700	0.00480295717716217	0.021622270345687866	0.0048029785975813866	8.409991800312493e-05	1764284332
6800	0.004590890370309353	0.019778523594141006	0.00459090992808342	8.345653031794292e-05	1764284353
6900	0.002240885514765978	0.01750108227133751	0.002240902977064252	8.280295144952536e-05	1764284373
7000	0.005953849758952856	0.023381564766168594	0.0059538730420172215	8.213938048432697e-05	1764284393
7100	0.005872503854334354	0.015505623072385788	0.0058725192211568356	8.146601955249188e-05	1764284413
7200	0.006997649557888508	0.02437589317560196	0.006997673772275448	8.07830737662829e-05	1764284433
7300	0.0030040983110666275	0.016720879822969437	0.0030041150748729706	8.009075115760243e-05	1764284454
7400	0.003910280764102936	0.02116723731160164	0.003910301718860865	7.938926261462366e-05	1764284474
7500	0.007354767061769962	0.018447112292051315	0.007354785688221455	7.86788218175523e-05	1764284494
7600	0.005233327858150005	0.020823679864406586	0.005233348812907934	7.795964517353735e-05	1764284514
7700	0.00511670857667923	0.019742822274565697	0.005116728134453297	7.723195175075136e-05	1764284534
7800	0.0031837853603065014	0.01941940188407898	0.0031838046852499247	7.649596321166024e-05	1764284555
7900	0.00279233162291348	0.019508782774209976	0.0027923511806875467	7.575190374550272e-05	1764284575
8000	0.0030893993098288774	0.016153156757354736	0.0030894153751432896	7.500000000000001e-05	1764284595
8100	0.002406600397080183	0.015131082385778427	0.0024066155310720205	7.424048101231686e-05	1764284615
8200	0.00294060749001801	0.01992901787161827	0.0029406275134533644	7.347357813929454e-05	1764284636
8300	0.006541223265230656	0.022332685068249702	0.0065412456169724464	7.269952498697734e-05	1764284656
8400	0.002089059678837657	0.017429165542125702	0.002089077141135931	7.191855733945387e-05	1764284676
8500	0.005295467562973499	0.017662812024354935	0.005295485258102417	7.113091308703498e-05	1764284696
8600	0.0033406829461455345	0.016974762082099915	0.0033406999427825212	7.033683215379002e-05	1764284716
8700	0.003987708128988743	0.02078498713672161	0.003987729083746672	6.953655642446368e-05	1764284736
8800	0.003013204550370574	0.018953777849674225	0.00301322340965271	6.873032967079561e-05	1764284757
8900	0.00424139853566885	0.01947161741554737	0.004241418093442917	6.7918397477265e-05	1764284777
9000	0.002536923624575138	0.022411037236452103	0.002536945976316929	6.710100716628344e-05	1764284797
9100	0.0054270802065730095	0.017753170803189278	0.005427097901701927	6.627840772285784e-05	1764284817
9200	0.0045274049043655396	0.017971724271774292	0.0045274230651557446	6.545084971874738e-05	1764284837
9300	0.004964759573340416	0.020037243142724037	0.00496477959677577	6.461858523613684e-05	1764284858
9400	0.003980005159974098	0.016737351194024086	0.003980021923780441	6.378186779084995e-05	1764284878
9500	0.0019421945326030254	0.016721080988645554	0.0019422112964093685	6.294095225512603e-05	1764284898
9600	0.004778067581355572	0.01875324174761772	0.004778086207807064	6.209609477998338e-05	1764284918
9700	0.005032379645854235	0.018654368817806244	0.005032398272305727	6.124755271719325e-05	1764284938
9800	0.0029318328015506268	0.021541493013501167	0.0029318544548004866	6.0395584540887963e-05	1764284958
9900	0.0053450725972652435	0.01794002205133438	0.0053450907580554485	5.9540449768827246e-05	1764284979
10000	0.0035172468051314354	0.02229100838303566	0.003517269156873226	5.868240888334653e-05	1764284999
10100	0.0011426236014813185	0.014537797309458256	0.0011426381533965468	5.782172325201155e-05	1764285020
10200	0.002139678690582514	0.019824232906103134	0.0021396984811872244	5.695865504800327e-05	1764285040
10300	0.0021832254715263844	0.01801854558289051	0.0021832433994859457	5.6093467170257374e-05	1764285060
10400	0.0014941724948585033	0.0186886265873909	0.0014941912377253175	5.522642316338268e-05	1764285080
10500	0.0050124069675803185	0.022871393710374832	0.0050124297849833965	5.435778713738292e-05	1764285100
10600	0.0018647389952093363	0.015620004385709763	0.001864754594862461	5.348782368720626e-05	1764285121
10700	0.002504066564142704	0.021123945713043213	0.0025040877517312765	5.26167978121472e-05	1764285141
10800	0.0015276039484888315	0.017352402210235596	0.0015276212943717837	5.174497483512506e-05	1764285161
10900	0.0008562172879464924	0.017706099897623062	0.0008562349830754101	5.0872620321864185e-05	1764285181
11000	0.003747200593352318	0.01841883361339569	0.0037472189869731665	5e-05	1764285201
11100	0.001976299798116088	0.014786968939006329	0.0019763146992772818	4.912737967813583e-05	1764285221
11200	0.0020639044232666492	0.019185040146112442	0.002063923515379429	4.825502516487497e-05	1764285242
11300	0.0005416672211140394	0.015124287456274033	0.0005416823551058769	4.738320218785281e-05	1764285262
11400	0.0029839379712939262	0.01644141599535942	0.0029839545022696257	4.6512176312793736e-05	1764285282
