step	loss	loss_ma200	lr	ts	t_mean	drop_ratio	black_ratio	latent_mean	latent_std	t_bucket
2450	0.026005933061242104	0.04276350824162364	5e-06	1770728707	518.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
2500	0.02985149808228016	0.04372661625035107	5e-06	1770728712	434.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
2550	0.03396862745285034	0.04095670158043504	5e-06	1770728717	513.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
2600	0.033951785415410995	0.03920537238009274	5e-06	1770728722	397.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
2650	0.02874990552663803	0.03587225276045501	5e-06	1770728727	324.25	0.0	0.0	0.09966631978750229	0.8677965998649597	2
2700	0.030673228204250336	0.03486669882200658	5e-06	1770728732	290.0	0.0	0.0	0.09966631978750229	0.8677965998649597	2
2750	0.022220896556973457	0.03385501882992685	5e-06	1770728737	511.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
2800	0.06359269469976425	0.03279162612743676	5e-06	1770728742	400.75	0.0	0.0	0.09966631978750229	0.8677965998649597	3
2850	0.022317765280604362	0.03196105872746557	5e-06	1770728747	452.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
2900	0.015084618702530861	0.031087731099687516	5e-06	1770728752	729.0	0.0	0.0	0.09966631978750229	0.8677965998649597	6
2950	0.01783652789890766	0.030584688941016795	5e-06	1770728757	514.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
3000	0.046529173851013184	0.02984624177683145	5e-06	1770728762	502.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
3050	0.015825189650058746	0.031124844388104974	5e-06	1770728767	631.25	0.0	0.0	0.09966631978750229	0.8677965998649597	6
3100	0.04095674306154251	0.029149813735857608	5e-06	1770728772	314.25	0.0	0.0	0.09966631978750229	0.8677965998649597	2
3150	0.015380114316940308	0.028820893396623432	5e-06	1770728777	678.0	0.0	0.0	0.09966631978750229	0.8677965998649597	6
3200	0.15295612812042236	0.027806311696767807	5e-06	1770728783	384.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
3250	0.019927410408854485	0.025346974777057767	5e-06	1770728788	367.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
3300	0.022098734974861145	0.02455863866955042	5e-06	1770728793	623.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
3350	0.015139413066208363	0.022973816189914942	5e-06	1770728798	463.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
3400	0.020317427814006805	0.023780659465119244	5e-06	1770728803	431.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
3450	0.011404328048229218	0.023064253483898938	5e-06	1770728808	769.5	0.0	0.0	0.09966631978750229	0.8677965998649597	7
3500	0.023052405565977097	0.02339888843242079	5e-06	1770728813	573.25	0.0	0.0	0.09966631978750229	0.8677965998649597	5
3550	0.012654321268200874	0.02516423536464572	5e-06	1770728818	603.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
3600	0.015061325393617153	0.026086941929534077	5e-06	1770728823	631.5	0.0	0.0	0.09966631978750229	0.8677965998649597	6
3650	0.020423708483576775	0.027983963023871183	5e-06	1770728828	274.5	0.0	0.0	0.09966631978750229	0.8677965998649597	2
3700	0.03638741374015808	0.02769552020356059	5e-06	1770728833	544.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
3750	0.010470923036336899	0.025284410947933794	5e-06	1770728838	686.25	0.0	0.0	0.09966631978750229	0.8677965998649597	6
3800	0.010626303032040596	0.02204092434607446	5e-06	1770728844	638.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
3850	0.010742111131548882	0.018982835337519644	5e-06	1770728849	638.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
3900	0.011091034859418869	0.018282889127731322	5e-06	1770728854	615.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
3950	0.1232118085026741	0.0196123184915632	5e-06	1770728859	546.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
4000	0.01449944544583559	0.01920569347217679	5e-06	1770728864	552.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
4050	0.013220521621406078	0.020257366327568888	5e-06	1770728869	541.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
4100	0.01668456196784973	0.019462908133864403	5e-06	1770728874	441.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
4150	0.01364952977746725	0.018753797635436057	5e-06	1770728879	506.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
4200	0.010055644437670708	0.018657560581341385	5e-06	1770728884	599.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
4250	0.030291980132460594	0.017892857319675385	5e-06	1770728889	412.25	0.0	0.0	0.09966631978750229	0.8677965998649597	3
4300	0.009070077911019325	0.017979782191105187	5e-06	1770728894	686.25	0.0	0.0	0.09966631978750229	0.8677965998649597	6
4350	0.008796210400760174	0.01694232665002346	5e-06	1770728899	646.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
4400	0.018592488020658493	0.016973776430822908	5e-06	1770728904	378.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
4450	0.010725442320108414	0.01801692619919777	5e-06	1770728909	558.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
4500	0.02007211372256279	0.01852314906194806	5e-06	1770728914	477.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
4550	0.010728983208537102	0.01925072479993105	5e-06	1770728920	554.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
4600	0.014283252879977226	0.019150896514765918	5e-06	1770728925	690.0	0.0	0.0	0.09966631978750229	0.8677965998649597	6
4650	0.017779968678951263	0.016881003929302096	5e-06	1770728930	279.0	0.0	0.0	0.09966631978750229	0.8677965998649597	2
4700	0.015484029427170753	0.01535251246765256	5e-06	1770728935	470.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
4750	0.009416576474905014	0.013672675830312073	5e-06	1770728940	671.75	0.0	0.0	0.09966631978750229	0.8677965998649597	6
4800	0.009538508020341396	0.012584809323307126	5e-06	1770728945	445.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
4850	0.010036753490567207	0.013499620482325553	5e-06	1770728950	415.75	0.0	0.0	0.09966631978750229	0.8677965998649597	3
4900	0.011522505432367325	0.015381460031494498	5e-06	1770728955	401.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
4950	0.015222104266285896	0.01583634191658348	5e-06	1770728960	395.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
5000	0.01398952305316925	0.016464444790035487	5e-06	1770728965	395.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
5050	0.008041994646191597	0.015396593171171844	5e-06	1770728970	734.5	0.0	0.0	0.09966631978750229	0.8677965998649597	6
5100	0.058245498687028885	0.013907088621053845	5e-06	1770728975	173.25	0.0	0.0	0.09966631978750229	0.8677965998649597	1
5150	0.017257623374462128	0.013878964243922383	5e-06	1770728980	541.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
5200	0.007842645980417728	0.013581580696627498	5e-06	1770728985	633.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
5250	0.010109318420290947	0.013387928216252476	5e-06	1770728990	392.25	0.0	0.0	0.09966631978750229	0.8677965998649597	3
5300	0.024846594780683517	0.013450198662467302	5e-06	1770728995	689.0	0.0	0.0	0.09966631978750229	0.8677965998649597	6
5350	0.017045767977833748	0.015155898164957762	5e-06	1770729000	495.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
5400	0.011172136291861534	0.014418734381906688	5e-06	1770729005	615.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
5450	0.015924137085676193	0.015186159403529019	5e-06	1770729011	488.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
5500	0.012313867919147015	0.015620927822310478	5e-06	1770729016	529.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
5550	0.011896798387169838	0.013942544809542596	5e-06	1770729021	593.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
5600	0.006408156827092171	0.013643074221909047	5e-06	1770729026	814.0	0.0	0.0	0.09966631978750229	0.8677965998649597	7
5650	0.006245224270969629	0.013827713052742184	5e-06	1770729031	754.5	0.0	0.0	0.09966631978750229	0.8677965998649597	7
5700	0.006861655041575432	0.013322343754116445	5e-06	1770729036	770.0	0.0	0.0	0.09966631978750229	0.8677965998649597	7
5750	0.00945132877677679	0.012878175287041813	5e-06	1770729041	371.75	0.0	0.0	0.09966631978750229	0.8677965998649597	3
5800	0.006216677837073803	0.01278606943320483	5e-06	1770729046	784.5	0.0	0.0	0.09966631978750229	0.8677965998649597	7
5850	0.010981815867125988	0.011603674655780195	5e-06	1770729051	264.5	0.0	0.0	0.09966631978750229	0.8677965998649597	2
5900	0.04356931149959564	0.010941520368214696	5e-06	1770729056	512.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
5950	0.007263659965246916	0.011144480870570987	5e-06	1770729061	503.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
6000	0.006074143573641777	0.010781589848920702	5e-06	1770729066	714.25	0.0	0.0	0.09966631978750229	0.8677965998649597	6
6050	0.00813521072268486	0.010600771610625089	5e-06	1770729072	407.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
6100	0.0103516336530447	0.010288826806936413	5e-06	1770729076	369.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
6150	0.008548881858587265	0.01018714350182563	5e-06	1770729081	434.75	0.0	0.0	0.09966631978750229	0.8677965998649597	3
6200	0.007743003778159618	0.010618016466032713	5e-06	1770729087	453.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
6250	0.005981952417641878	0.011327719807159155	5e-06	1770729092	630.5	0.0	0.0	0.09966631978750229	0.8677965998649597	6
6300	0.013974490575492382	0.01180807621218264	5e-06	1770729097	219.0	0.0	0.0	0.09966631978750229	0.8677965998649597	1
6350	0.015145771205425262	0.011717806744854897	5e-06	1770729102	418.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
6400	0.008160613477230072	0.011621255057398229	5e-06	1770729107	465.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
6450	0.0051973117515444756	0.01139200737932697	5e-06	1770729112	915.25	0.0	0.0	0.09966631978750229	0.8677965998649597	8
6500	0.009079351089894772	0.010868512450251729	5e-06	1770729117	405.75	0.0	0.0	0.09966631978750229	0.8677965998649597	3
6550	0.006479272618889809	0.010489607185591013	5e-06	1770729122	489.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
6600	0.006287303753197193	0.011717506414279343	5e-06	1770729127	578.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
6650	0.017235852777957916	0.011092964911367744	5e-06	1770729132	280.5	0.0	0.0	0.09966631978750229	0.8677965998649597	2
6700	0.008268393576145172	0.011611413643695414	5e-06	1770729137	412.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
6750	0.011995377019047737	0.01129821249982342	5e-06	1770729142	362.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
6800	0.00619294960051775	0.010189682049676775	5e-06	1770729147	535.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
6850	0.005582848563790321	0.01001811210764572	5e-06	1770729152	622.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
6900	0.008544092997908592	0.009508962137624621	5e-06	1770729157	541.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
6950	0.0062272753566503525	0.009238563298713415	5e-06	1770729162	611.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
7000	0.007728732656687498	0.009709108986426145	5e-06	1770729167	619.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
7050	0.005271999631077051	0.009534806644078344	5e-06	1770729172	546.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
7100	0.005786397494375706	0.009593576285988092	5e-06	1770729177	550.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
7150	0.006283613853156567	0.009461373907979577	5e-06	1770729182	502.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
7200	0.0052709514275193214	0.008567198228556663	5e-06	1770729187	569.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
7250	0.011956628412008286	0.00883023973321542	5e-06	1770729193	335.25	0.0	0.0	0.09966631978750229	0.8677965998649597	3
7300	0.005099787376821041	0.009036255481187255	5e-06	1770729198	682.25	0.0	0.0	0.09966631978750229	0.8677965998649597	6
7350	0.004453737288713455	0.008929223865270614	5e-06	1770729203	800.75	0.0	0.0	0.09966631978750229	0.8677965998649597	7
7400	0.005846149288117886	0.008683643648400902	5e-06	1770729208	551.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
7450	0.010439196601510048	0.008462584882508964	5e-06	1770729213	372.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
7500	0.010657194070518017	0.008498991925735026	5e-06	1770729218	383.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
7550	0.005687125027179718	0.008733571558259427	5e-06	1770729223	599.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
7600	0.006348957773298025	0.009566277961712331	5e-06	1770729228	546.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
7650	0.004840368404984474	0.009586173174902797	5e-06	1770729233	679.5	0.0	0.0	0.09966631978750229	0.8677965998649597	6
7700	0.015848562121391296	0.009661210640333593	5e-06	1770729238	262.0	0.0	0.0	0.09966631978750229	0.8677965998649597	2
7750	0.0062813423573970795	0.009210930312983692	5e-06	1770729243	473.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
7800	0.005046894773840904	0.009269327453803272	5e-06	1770729248	646.25	0.0	0.0	0.09966631978750229	0.8677965998649597	6
7850	0.005576185416430235	0.009245199835859239	5e-06	1770729253	651.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
7900	0.00562314223498106	0.00837634396739304	5e-06	1770729258	593.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
7950	0.006171897053718567	0.00897173304343596	5e-06	1770729263	512.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
8000	0.006999639794230461	0.008067797722760587	5e-06	1770729268	307.75	0.0	0.0	0.09966631978750229	0.8677965998649597	2
8050	0.005452644545584917	0.00815442090621218	5e-06	1770729273	574.25	0.0	0.0	0.09966631978750229	0.8677965998649597	5
8100	0.004748902283608913	0.008259335039183498	5e-06	1770729278	574.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
8150	0.0060480693355202675	0.0075447852374054495	5e-06	1770729284	473.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
8200	0.008572276681661606	0.00762871284969151	5e-06	1770729289	316.25	0.0	0.0	0.09966631978750229	0.8677965998649597	2
8250	0.005015109665691853	0.007981815398670733	5e-06	1770729294	623.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
8300	0.005025977268815041	0.008481457342859357	5e-06	1770729299	558.25	0.0	0.0	0.09966631978750229	0.8677965998649597	5
8350	0.004971197806298733	0.00871840373845771	5e-06	1770729304	542.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
8400	0.004946941044181585	0.008914874978363513	5e-06	1770729309	555.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
8450	0.004322633147239685	0.009502817809116096	5e-06	1770729314	726.25	0.0	0.0	0.09966631978750229	0.8677965998649597	6
8500	0.005899222567677498	0.009465861498611047	5e-06	1770729319	384.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
8550	0.005909350235015154	0.009396604212233796	5e-06	1770729324	426.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
8600	0.02750401571393013	0.008967662543291226	5e-06	1770729329	428.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
8650	0.004965119529515505	0.009445859474362805	5e-06	1770729334	605.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
8700	0.004335450939834118	0.009015683149918914	5e-06	1770729339	672.5	0.0	0.0	0.09966631978750229	0.8677965998649597	6
8750	0.007988519966602325	0.009258099778089673	5e-06	1770729344	481.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
8800	0.007390323095023632	0.009633097131736577	5e-06	1770729349	464.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
8850	0.004906506277620792	0.007716949204914272	5e-06	1770729354	559.25	0.0	0.0	0.09966631978750229	0.8677965998649597	5
8900	0.004222525283694267	0.007528047461528331	5e-06	1770729359	520.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
8950	0.0054457224905490875	0.007669912461424246	5e-06	1770729364	573.25	0.0	0.0	0.09966631978750229	0.8677965998649597	5
9000	0.006665733642876148	0.00770123986643739	5e-06	1770729369	276.75	0.0	0.0	0.09966631978750229	0.8677965998649597	2
9050	0.021060384809970856	0.008302632686682045	5e-06	1770729375	482.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
9100	0.008473716676235199	0.009309843564406037	5e-06	1770729380	346.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
9150	0.008360780775547028	0.008819556419039145	5e-06	1770729385	508.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
9200	0.004154639318585396	0.00818528647068888	5e-06	1770729390	466.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
9250	0.004057789221405983	0.008154201852157712	5e-06	1770729395	568.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
9300	0.0056497096084058285	0.00677106243907474	5e-06	1770729400	478.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
9350	0.0041958037763834	0.006745580949354917	5e-06	1770729405	513.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
9400	0.003493262454867363	0.006833069949643686	5e-06	1770729410	771.25	0.0	0.0	0.09966631978750229	0.8677965998649597	7
9450	0.00551202055066824	0.006998736103996634	5e-06	1770729415	452.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
9500	0.0046859062276780605	0.007664621740113944	5e-06	1770729420	500.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
9550	0.004301374778151512	0.007578495664056391	5e-06	1770729425	475.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
9600	0.0053256056271493435	0.00784405656158924	5e-06	1770729430	380.75	0.0	0.0	0.09966631978750229	0.8677965998649597	3
9650	0.004030131734907627	0.007425673151155934	5e-06	1770729435	558.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
9700	0.004473475739359856	0.007247500164667144	5e-06	1770729440	658.5	0.0	0.0	0.09966631978750229	0.8677965998649597	6
9750	0.021527908742427826	0.007312067946186289	5e-06	1770729445	454.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
9800	0.0035644443705677986	0.007015388879226521	5e-06	1770729450	752.25	0.0	0.0	0.09966631978750229	0.8677965998649597	7
9850	0.009763614274561405	0.006658836683491245	5e-06	1770729455	194.0	0.0	0.0	0.09966631978750229	0.8677965998649597	1
9900	0.003949241247028112	0.006057909650262445	5e-06	1770729460	719.75	0.0	0.0	0.09966631978750229	0.8677965998649597	6
9950	0.009612390771508217	0.006213816528907045	5e-06	1770729466	210.5	0.0	0.0	0.09966631978750229	0.8677965998649597	1
10000	0.005565490107983351	0.006141489587025717	5e-06	1770729471	460.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
