step	loss	lr	timestamp
4600	0.04077506065368652	2.8989997375834482e-05	1760981324
4650	0.01055364403873682	2.8593924863717046e-05	1760981338
4700	0.07582591474056244	2.8196929042112652e-05	1760981352
4750	0.04837334156036377	2.7799111902582696e-05	1760981366
4800	0.0177797619253397	2.7400575647692046e-05	1760981379
4850	0.06838502734899521	2.7001422664752333e-05	1760981394
4900	0.028445394709706306	2.6601755499517826e-05	1760981407
4950	0.027003563940525055	2.620167682984052e-05	1760981421
5000	0.0666797012090683	2.5801289439291388e-05	1760981435
5050	0.01918063871562481	2.540069619075435e-05	1760981449
5100	0.05237678810954094	2.5e-05	1760981463
5150	0.053910527378320694	2.459930380924566e-05	1760981477
5200	0.03793461620807648	2.419871056070862e-05	1760981491
5250	0.08169901371002197	2.3798323170159488e-05	1760981505
5300	0.09805344045162201	2.339824450048218e-05	1760981519
5350	0.03889282047748566	2.299857733524767e-05	1760981533
5400	0.029595721513032913	2.2599424352307957e-05	1760981546
5450	0.06119433790445328	2.2200888097417307e-05	1760981560
5500	0.025609919801354408	2.1803070957887347e-05	1760981574
5550	0.04746866971254349	2.140607513628296e-05	1760981588
5600	0.04345202445983887	2.1010002624165527e-05	1760981602
5650	0.023654470220208168	2.0614955175890463e-05	1760981616
5700	0.08295312523841858	2.02210342824657e-05	1760981630
5750	0.019720152020454407	1.982834114547773e-05	1760981644
5800	0.0252782441675663	1.9436976651092144e-05	1760981658
5850	0.07392824441194534	1.9047041344135044e-05	1760981672
5900	0.03265182301402092	1.865863540226232e-05	1760981685
5950	0.05290674418210983	1.827185861022308e-05	1760981699
6000	0.08725649118423462	1.7886810334224192e-05	1760981713
6050	0.05225416272878647	1.7503589496402208e-05	1760981727
6100	0.1381271928548813	1.7122294549409484e-05	1760981741
6150	0.05310530588030815	1.6743023451120832e-05	1760981755
6200	0.02892201393842697	1.6365873639467315e-05	1760981769
6250	0.010997248813509941	1.599094200740367e-05	1760981783
6300	0.07500362396240234	1.561832487801565e-05	1760981797
6350	0.027096163481473923	1.5248117979773829e-05	1760981811
6400	0.10701768100261688	1.4880416421940155e-05	1760981824
6450	0.025124566629529	1.4515314670133582e-05	1760981838
6500	0.038414791226387024	1.4152906522061048e-05	1760981852
6550	0.03310195356607437	1.3793285083420077e-05	1760981866
6600	0.011250286363065243	1.3436542743979125e-05	1760981880
6650	0.021430643275380135	1.3082771153841871e-05	1760981894
6700	0.022847607731819153	1.2732061199901562e-05	1760981908
6750	0.032318245619535446	1.2384502982491358e-05	1760981922
6800	0.13857796788215637	1.2040185792236874e-05	1760981935
6850	0.022572360932826996	1.1699198087116589e-05	1760981949
6900	0.22355452179908752	1.1361627469736285e-05	1760981963
6950	0.15375849604606628	1.1027560664823209e-05	1760981977
7000	0.01590115576982498	1.0697083496945765e-05	1760981991
7050	0.019309476017951965	1.0370280868464405e-05	1760982005
7100	0.025484349578619003	1.0047236737719601e-05	1760982019
7150	0.05442241206765175	9.728034097462144e-06	1760982033
7200	0.02237950824201107	9.412754953531663e-06	1760982047
7250	0.043524015694856644	9.101480303788623e-06	1760982061
7300	0.042521923780441284	8.794290117305296e-06	1760982074
7350	0.05644819512963295	8.491263313821021e-06	1760982088
7400	0.02229505404829979	8.192477743467078e-06	1760982102
7450	0.11548992991447449	7.898010166766347e-06	1760982116
7500	0.04299626499414444	7.607936234912841e-06	1760982130
7550	0.018583999946713448	7.3223304703363135e-06	1760982144
7600	0.017737679183483124	7.041266247556813e-06	1760982158
7650	0.005420471541583538	6.764815774334149e-06	1760982172
7700	0.025084882974624634	6.493050073117116e-06	1760982185
7750	0.02750222757458687	6.226038962797218e-06	1760982199
7800	0.008692622184753418	5.9638510407716394e-06	1760982213
7850	0.05705604702234268	5.706553665319955e-06	1760982227
7900	0.0356193482875824	5.454212938299255e-06	1760982241
7950	0.07692123204469681	5.2068936881620095e-06	1760982255
8000	0.02464168705046177	4.9646594533010875e-06	1760982269
8050	0.10519441962242126	4.72757246572623e-06	1760982283
8100	0.27684512734413147	4.495693635076101e-06	1760982297
8150	0.03435593843460083	4.2690825329701315e-06	1760982311
8200	0.021747875958681107	4.047797377703985e-06	1760982324
8250	0.04910794273018837	3.831895019292897e-06	1760982338
8300	0.007473154924809933	3.621430924866348e-06	1760982352
8350	0.03992738947272301	3.4164591644181233e-06	1760982366
8400	0.0722329318523407	3.217032396915265e-06	1760982380
8450	0.02966032363474369	3.0232018567695697e-06	1760982394
8500	0.057546183466911316	2.8350173406749973e-06	1760982408
8550	0.03242572769522667	2.652527194814511e-06	1760982422
8600	0.0415765643119812	2.475778302439524e-06	1760982436
8650	0.029080752283334732	2.3048160718251997e-06	1760982450
8700	0.0645797997713089	2.1396844246046903e-06	1760982464
8750	0.05017111822962761	1.980425784485293e-06	1760982478
8800	0.01659141294658184	1.827081066349459e-06	1760982491
8850	0.05022472143173218	1.6796896657433808e-06	1760982505
8900	0.057197973132133484	1.538289448755989e-06	1760982519
8950	0.02654462680220604	1.4029167422908107e-06	1760982533
9000	0.027617964893579483	1.273606324733284e-06	1760982547
9050	0.05284397304058075	1.1503914170159057e-06	1760982561
9100	0.055517323315143585	1.0333036740834856e-06	1760982575
9150	0.0590992234647274	9.223731767607435e-07	1760982589
9200	0.06784699112176895	8.176284240242638e-07	1760982603
9250	0.11276641488075256	7.19096325680907e-07	1760982617
9300	0.023866429924964905	6.268021954544096e-07	1760982631
9350	0.05104415863752365	5.407697444821169e-07	1760982645
9400	0.012534983456134796	4.6102107522336403e-07	1760982658
9450	0.05250605195760727	3.8757667578118994e-07	1760982672
9500	0.06694643199443817	3.204554146387456e-07	1760982686
9550	0.021739285439252853	2.5967453581185184e-07	1760982700
9600	0.04501238465309143	2.052496544188487e-07	1760982714
9650	0.023489423096179962	1.571947526689349e-07	1760982728
9700	0.018787149339914322	1.1552217627004425e-07	1760982742
9750	0.004455061629414558	8.024263125710752e-08	1760982756
9800	0.017438538372516632	5.136518124159162e-08	1760982770
9850	0.13120496273040771	2.8897245082978864e-08	1760982784
9900	0.08244597911834717	1.284459498280266e-08	1760982798
9950	0.052630238234996796	3.2113550017198735e-09	1760982812
10000	0.19660672545433044	0.0	1760982825
