step	loss	lr	ts
50	0.38287556171417236	5e-06	1762350019
100	0.1241234540939331	1e-05	1762350045
150	0.06477528810501099	1.5e-05	1762350064
200	0.04056747257709503	2e-05	1762350084
250	0.029828254133462906	2.5e-05	1762350099
300	0.02694622427225113	3e-05	1762350114
350	0.026490867137908936	3.5e-05	1762350129
400	0.1384631097316742	4e-05	1762350145
450	0.026995565742254257	4.5e-05	1762350160
500	0.01731744222342968	5e-05	1762350175
550	0.019393490627408028	4.999987412513878e-05	1762350190
600	0.02007717825472355	4.999949650182266e-05	1762350206
650	0.01628901995718479	4.999886713385432e-05	1762350221
700	0.02097303234040737	4.9997986027571485e-05	1762350236
750	0.042370859533548355	4.9996853191846885e-05	1762350255
800	0.10249066352844238	4.999546863808815e-05	1762350275
850	0.010287169367074966	4.9993832380237735e-05	1762350300
900	0.012519300915300846	4.9991944434772734e-05	1762350332
950	0.03513824939727783	4.9989804820704735e-05	1762350363
1000	0.01591303199529648	4.9987413559579636e-05	1762350394
1050	0.027447763830423355	4.99847706754774e-05	1762350426
1100	0.010847738943994045	4.9981876195011844e-05	1762350457
1150	0.019531356170773506	4.9978730147330355e-05	1762350488
1200	0.022307846695184708	4.99753325641136e-05	1762350520
1250	0.005563266575336456	4.99716834795752e-05	1762350551
1300	0.019256941974163055	4.996778293046141e-05	1762350582
1350	0.015958057716488838	4.996363095605069e-05	1762350613
1400	0.03796258568763733	4.995922759815339e-05	1762350645
1450	0.018875934183597565	4.9954572901111286e-05	1762350676
1500	0.015432992950081825	4.994966691179711e-05	1762350707
1550	0.023627042770385742	4.994450967961413e-05	1762350739
1600	0.019985128194093704	4.993910125649561e-05	1762350770
1650	0.011848203837871552	4.993344169690431e-05	1762350802
1700	0.014007896184921265	4.992753105783194e-05	1762350833
1750	0.014125807210803032	4.992136939879856e-05	1762350863
1800	0.013145746663212776	4.991495678185202e-05	1762350889
1850	0.013822630047798157	4.9908293271567286e-05	1762350909
1900	0.02464228868484497	4.990137893504585e-05	1762350928
1950	0.009166690520942211	4.989421384191499e-05	1762350956
2000	0.01358555257320404	4.988679806432712e-05	1762350987
2050	0.01914481818675995	4.987913167695904e-05	1762351019
2100	0.02412549965083599	4.9871214757011176e-05	1762351050
2150	0.010338058695197105	4.9863047384206835e-05	1762351081
2200	0.015371100977063179	4.985462964079137e-05	1762351113
2250	0.015366789884865284	4.984596161153136e-05	1762351144
2300	0.01748480647802353	4.9837043383713753e-05	1762351175
2350	0.015638459473848343	4.982787504714503e-05	1762351207
2400	0.01645622029900551	4.981845669415022e-05	1762351238
2450	0.010837177745997906	4.980878841957203e-05	1762351269
2500	0.020760463550686836	4.9798870320769886e-05	1762351301
2550	0.019205331802368164	4.978870249761893e-05	1762351332
2600	0.017487477511167526	4.977828505250903e-05	1762351363
2650	0.009972442872822285	4.9767618090343745e-05	1762351394
