step	recon	kl	loss	lr	ts
100	0.26385611295700073	0.0005853271577507257	0.26385611295700073	5e-06	1764944270
200	0.27953508496284485	0.0010461206547915936	0.27953508496284485	1e-05	1764944362
300	0.13354510068893433	0.002137260977178812	0.13354510068893433	1.5e-05	1764944454
400	0.2009882628917694	0.002571979770436883	0.2009882628917694	2e-05	1764944546
500	0.09363456070423126	0.002304722322151065	0.09363456070423126	2.5e-05	1764944638
600	0.0890972763299942	0.00258161430247128	0.0890972763299942	3e-05	1764944730
700	0.07731398195028305	0.0033633187413215637	0.07731398195028305	3.5e-05	1764944822
800	0.028707187622785568	0.0043762014247477055	0.028707191348075867	4e-05	1764944913
900	0.02905667945742607	0.004754004999995232	0.02905668504536152	4.5e-05	1764945005
1000	0.03220190480351448	0.005315224640071392	0.03220190852880478	5e-05	1764945096
1100	0.025645047426223755	0.0054283179342746735	0.025645053014159203	5.500000000000001e-05	1764945187
1200	0.030063161626458168	0.0058182403445243835	0.030063167214393616	6e-05	1764945279
1300	0.04311450570821762	0.006527537479996681	0.04311451315879822	6.500000000000001e-05	1764945371
1400	0.02599036693572998	0.007007454056292772	0.025990374386310577	7e-05	1764945463
1500	0.022757958620786667	0.007123132701963186	0.022757966071367264	7.500000000000001e-05	1764945555
1600	0.013450958766043186	0.007028432562947273	0.013450966216623783	8e-05	1764945646
1700	0.019489610567688942	0.007597122807055712	0.01948961801826954	8.5e-05	1764945739
1800	0.015219434164464474	0.007765386253595352	0.01521944161504507	9e-05	1764945830
1900	0.011740484274923801	0.008055096492171288	0.011740492656826973	9.5e-05	1764945922
2000	0.0130896782502532	0.008327347226440907	0.013089686632156372	0.0001	1764946014
2100	0.007800034713000059	0.009276598691940308	0.007800044026225805	9.999238475781957e-05	1764946107
2200	0.01107710786163807	0.00900389812886715	0.011077117174863815	9.99695413509548e-05	1764946198
2300	0.0071382587775588036	0.009314713068306446	0.00713826809078455	9.99314767377287e-05	1764946291
2400	0.011224956251680851	0.009706787765026093	0.011224965564906597	9.987820251299122e-05	1764946383
2500	0.019368521869182587	0.009000768885016441	0.019368531182408333	9.980973490458728e-05	1764946475
2600	0.008551386184990406	0.010469641536474228	0.008551396429538727	9.972609476841367e-05	1764946566
2700	0.013021271675825119	0.01028226874768734	0.01302128192037344	9.962730758206611e-05	1764946658
2800	0.010511910542845726	0.009804422967135906	0.010511920787394047	9.951340343707852e-05	1764946749
2900	0.009345192462205887	0.010072203353047371	0.009345202706754208	9.938441702975689e-05	1764946841
3000	0.01831452175974846	0.009675051085650921	0.018314531072974205	9.924038765061042e-05	1764946933
3100	0.012816296890377998	0.010246137157082558	0.012816307134926319	9.908135917238321e-05	1764947025
3200	0.011279704049229622	0.010402198880910873	0.011279714293777943	9.890738003669029e-05	1764947116
3300	0.007276047952473164	0.010851297527551651	0.007276058662682772	9.871850323926177e-05	1764947208
3400	0.009037470445036888	0.011257924139499664	0.009037481620907784	9.851478631379982e-05	1764947300
3500	0.005161699838936329	0.011266492307186127	0.005161711014807224	9.829629131445342e-05	1764947392
3600	0.010845793411135674	0.010531258769333363	0.010845803655683994	9.806308479691595e-05	1764947484
3700	0.003986615687608719	0.012524211779236794	0.003986628260463476	9.781523779815179e-05	1764947576
3800	0.004112030379474163	0.012124795466661453	0.004112042486667633	9.755282581475769e-05	1764947668
3900	0.010192617774009705	0.010447213426232338	0.010192628018558025	9.727592877996585e-05	1764947760
4000	0.005411948077380657	0.011562134139239788	0.00541195971891284	9.698463103929542e-05	1764947852
4100	0.007781080901622772	0.012449151836335659	0.0077810934744775295	9.667902132486009e-05	1764947944
4200	0.007998920045793056	0.01214032806456089	0.007998932152986526	9.635919272833938e-05	1764948036
4300	0.00506992731243372	0.011348724365234375	0.005069938488304615	9.602524267262203e-05	1764948129
4400	0.004801597911864519	0.01244417019188404	0.004801610484719276	9.567727288213005e-05	1764948220
