step	loss	lr	ts
50	0.21480636298656464	5e-06	1767797401
100	0.1775129735469818	5e-06	1767797412
150	0.16391946375370026	5e-06	1767797424
200	0.18686096370220184	5e-06	1767797435
250	0.15208682417869568	5e-06	1767797446
300	0.14198532700538635	5e-06	1767797457
350	0.16198855638504028	5e-06	1767797468
400	0.15074026584625244	5e-06	1767797478
450	0.09656889736652374	5e-06	1767797489
500	0.0601864829659462	5e-06	1767797501
550	0.1642623245716095	5e-06	1767797512
600	0.0847986489534378	5e-06	1767797522
650	0.10728505253791809	5e-06	1767797534
700	0.036873772740364075	5e-06	1767797545
750	0.10150349885225296	5e-06	1767797556
800	0.10141641646623611	5e-06	1767797567
850	0.09874934703111649	5e-06	1767797577
900	0.09313543140888214	5e-06	1767797589
950	0.08601976186037064	5e-06	1767797601
1000	0.07526819407939911	5e-06	1767797611
1050	0.09601552039384842	5e-06	1767797624
