step	loss	lr	ts
50	0.2717236876487732	1e-05	1767091184
100	0.1898241490125656	1e-05	1767091190
150	0.1320478618144989	1e-05	1767091195
200	0.22143128514289856	1e-05	1767091201
250	0.1414494514465332	1e-05	1767091207
300	0.13580173254013062	1e-05	1767091212
350	0.19522887468338013	1e-05	1767091217
400	0.11787217110395432	1e-05	1767091223
450	0.09233914315700531	1e-05	1767091229
500	0.04997541382908821	1e-05	1767091234
550	0.11295484006404877	1e-05	1767091239
600	0.05610649287700653	1e-05	1767091244
650	0.057967107743024826	1e-05	1767091250
700	0.03168945014476776	1e-05	1767091255
750	0.05148571729660034	1e-05	1767091261
800	0.043543048202991486	1e-05	1767091266
850	0.04447922483086586	1e-05	1767091271
900	0.1592027246952057	1e-05	1767091277
950	0.03100460395216942	1e-05	1767091282
1000	0.026304129511117935	1e-05	1767091288
1050	0.030542265623807907	1e-05	1767091293
1100	0.023680757731199265	1e-05	1767091298
1150	0.015260709449648857	1e-05	1767091304
1200	0.01970835030078888	1e-05	1767091309
1250	0.01620548777282238	1e-05	1767091315
1300	0.014370998367667198	1e-05	1767091320
1350	0.010015903040766716	1e-05	1767091326
1400	0.007965084165334702	1e-05	1767091331
1450	0.010207313112914562	1e-05	1767091336
1500	0.12374991178512573	1e-05	1767091342
1550	0.007071340456604958	1e-05	1767091347
1600	0.008093049749732018	1e-05	1767091352
1650	0.008414640091359615	1e-05	1767091358
1700	0.00897558405995369	1e-05	1767091363
1750	0.011314012110233307	1e-05	1767091368
1800	0.0033355478662997484	1e-05	1767091374
1850	0.004994754679501057	1e-05	1767091379
1900	0.006308465264737606	1e-05	1767091384
1950	0.007297697942703962	1e-05	1767091389
2000	0.01852840557694435	1e-05	1767091395
2050	0.006107536144554615	1e-05	1767091400
2100	0.006218328140676022	1e-05	1767091406
2150	0.0055677336640655994	1e-05	1767091411
2200	0.0062990193255245686	1e-05	1767091416
2250	0.348811537027359	1e-05	1767091422
2300	0.0065377685241401196	1e-05	1767091427
2350	0.1747182309627533	1e-05	1767091432
2400	0.004665040876716375	1e-05	1767091438
2450	0.005765772890299559	1e-05	1767091443
2500	0.005036120302975178	1e-05	1767091449
2550	0.010779771022498608	1e-05	1767091454
2600	0.004760790150612593	1e-05	1767091459
2650	0.003116603009402752	1e-05	1767091465
2700	0.1779429167509079	1e-05	1767091470
2750	0.0034825620241463184	1e-05	1767091475
2800	0.006516738794744015	1e-05	1767091480
2850	0.0043676733039319515	1e-05	1767091486
2900	0.009622517041862011	1e-05	1767091491
2950	0.004648134112358093	1e-05	1767091497
3000	0.002753657288849354	1e-05	1767091502
3050	0.004022255074232817	1e-05	1767091507
3100	0.0023727489169687033	1e-05	1767091513
3150	0.0028826212510466576	1e-05	1767091518
3200	0.003957551904022694	1e-05	1767091524
3250	0.005907673388719559	1e-05	1767091529
3300	0.0024131699465215206	1e-05	1767091535
3350	0.013913486152887344	1e-05	1767091540
3400	0.0020866026170551777	1e-05	1767091545
3450	0.0059370254166424274	1e-05	1767091551
3500	0.0033913329243659973	1e-05	1767091556
3550	0.0031014299020171165	1e-05	1767091562
3600	0.003277076408267021	1e-05	1767091567
3650	0.0027297837659716606	1e-05	1767091573
3700	0.0032853824086487293	1e-05	1767091578
3750	0.0024040229618549347	1e-05	1767091583
3800	0.004172559827566147	1e-05	1767091589
3850	0.0031292957719415426	1e-05	1767091594
3900	0.001848201034590602	1e-05	1767091599
3950	0.0015709572471678257	1e-05	1767091605
4000	0.0031808202620595694	1e-05	1767091610
4050	0.002470926847308874	1e-05	1767091617
4100	0.0023391132708638906	1e-05	1767091622
4150	0.0015173301799222827	1e-05	1767091628
4200	0.0021707245614379644	1e-05	1767091633
4250	0.0021071848459541798	1e-05	1767091639
4300	0.09270677715539932	1e-05	1767091644
4350	0.0033448522444814444	1e-05	1767091650
4400	0.0023104390129446983	1e-05	1767091655
4450	0.0027432821225374937	1e-05	1767091660
4500	0.0018757786601781845	1e-05	1767091665
4550	0.0019484151853248477	1e-05	1767091671
4600	0.002886801026761532	1e-05	1767091676
4650	0.0030168420635163784	1e-05	1767091681
4700	0.002972113434225321	1e-05	1767091686
4750	0.0019141604425385594	1e-05	1767091692
4800	0.002238799352198839	1e-05	1767091697
4850	0.001675256760790944	1e-05	1767091703
4900	0.00473750801756978	1e-05	1767091708
4950	0.002932754112407565	1e-05	1767091713
5000	0.002355563687160611	1e-05	1767091718
5050	0.0017453774344176054	1e-05	1767091723
5100	0.08384643495082855	1e-05	1767091728
5150	0.0032564206048846245	1e-05	1767091733
5200	0.004119399003684521	1e-05	1767091738
5250	0.0020667766220867634	1e-05	1767091744
5300	0.0025375671684741974	1e-05	1767091749
5350	0.0017987551400437951	1e-05	1767091754
5400	0.0020043335389345884	1e-05	1767091759
5450	0.002038263948634267	1e-05	1767091765
5500	0.14617493748664856	1e-05	1767091770
5550	0.0016268898034468293	1e-05	1767091775
5600	0.0019372840179130435	1e-05	1767091781
5650	0.001375958090648055	1e-05	1767091786
5700	0.00298952404409647	1e-05	1767091791
5750	0.0019715232774615288	1e-05	1767091797
5800	0.0025738312397152185	1e-05	1767091802
5850	0.0021438375115394592	1e-05	1767091807
5900	0.00201595202088356	1e-05	1767091813
5950	0.00404660077765584	1e-05	1767091818
6000	0.0013949256390333176	1e-05	1767091823
6050	0.0015904087340459228	1e-05	1767091829
6100	0.0028388164937496185	1e-05	1767091834
6150	0.002180596347898245	1e-05	1767091840
6200	0.0018227724358439445	1e-05	1767091845
6250	0.0034952773712575436	1e-05	1767091850
6300	0.0022406214848160744	1e-05	1767091855
6350	0.0023773317225277424	1e-05	1767091861
6400	0.0014478071825578809	1e-05	1767091866
6450	0.002620493760332465	1e-05	1767091872
6500	0.0016190794995054603	1e-05	1767091877
6550	0.001656514243222773	1e-05	1767091883
6600	0.002621371764689684	1e-05	1767091888
6650	0.0018762382678687572	1e-05	1767091893
6700	0.0019759025890380144	1e-05	1767091898
6750	0.0013081798097118735	1e-05	1767091903
6800	0.0023671467788517475	1e-05	1767091909
6850	0.0014851725427433848	1e-05	1767091914
6900	0.0009593229042366147	1e-05	1767091919
6950	0.0017202232265844941	1e-05	1767091925
7000	0.0016711577773094177	1e-05	1767091930
7050	0.0014609029749408364	1e-05	1767091935
7100	0.0017433911561965942	1e-05	1767091940
7150	0.0020942003466188908	1e-05	1767091945
7200	0.0026260248851031065	1e-05	1767091950
7250	0.0014042612165212631	1e-05	1767091956
7300	0.0013631373876705766	1e-05	1767091961
7350	0.0027070774231106043	1e-05	1767091966
7400	0.0027129005175083876	1e-05	1767091971
7450	0.00964001752436161	1e-05	1767091976
7500	0.002547742333263159	1e-05	1767091982
7550	0.0013696292880922556	1e-05	1767091987
7600	0.0020781559869647026	1e-05	1767091992
7650	0.0018309304723516107	1e-05	1767091997
7700	0.001713520148769021	1e-05	1767092003
7750	0.0010705157183110714	1e-05	1767092008
7800	0.001731813419610262	1e-05	1767092013
7850	0.0018592539709061384	1e-05	1767092018
7900	0.0011734883300960064	1e-05	1767092023
7950	0.001847460982389748	1e-05	1767092029
8000	0.00201886217109859	1e-05	1767092034
8050	0.0015157712623476982	1e-05	1767092040
8100	0.0018222922226414084	1e-05	1767092045
8150	0.0013159315567463636	1e-05	1767092050
8200	0.0015431942883878946	1e-05	1767092055
8250	0.00137112638913095	1e-05	1767092060
8300	0.0015649583656340837	1e-05	1767092065
8350	0.0018276458140462637	1e-05	1767092070
8400	0.0013567067217081785	1e-05	1767092076
8450	0.0012532678665593266	1e-05	1767092081
8500	0.0038674166426062584	1e-05	1767092086
8550	0.0015595053555443883	1e-05	1767092091
8600	0.0014379662461578846	1e-05	1767092097
8650	0.0013458272442221642	1e-05	1767092102
8700	0.0033641639165580273	1e-05	1767092107
8750	0.001422280096448958	1e-05	1767092112
8800	0.001381036126986146	1e-05	1767092117
8850	0.0016359330620616674	1e-05	1767092123
8900	0.0014355509774759412	1e-05	1767092128
8950	0.0014739376492798328	1e-05	1767092133
9000	0.0014717724407091737	1e-05	1767092138
9050	0.002136685885488987	1e-05	1767092143
9100	0.002562369219958782	1e-05	1767092148
9150	0.0019136765040457249	1e-05	1767092154
9200	0.17171424627304077	1e-05	1767092159
9250	0.0019944130908697844	1e-05	1767092164
