step	loss	loss_ma200	lr	ts	t_mean	drop_ratio	black_ratio	latent_mean	latent_std	t_bucket
2100	0.024610070511698723	0.034124207282438875	5e-06	1772550238	678.0	0.25	0.0	0.09966631978750229	0.8677965998649597	6
2200	0.09939571470022202	0.03115827977657318	5e-06	1772550248	623.5	0.25	0.0	0.09966631978750229	0.8677965998649597	5
2300	0.0247005857527256	0.027788195568136873	5e-06	1772550259	769.5	0.25	0.0	0.09966631978750229	0.8677965998649597	7
2400	0.023878075182437897	0.024327813955023883	5e-06	1772550269	631.5	0.25	0.0	0.09966631978750229	0.8677965998649597	6
2500	0.018172310665249825	0.023088835719972847	5e-06	1772550279	686.25	0.0	0.0	0.09966631978750229	0.8677965998649597	6
2600	0.01324542984366417	0.024049451486207546	5e-06	1772550289	615.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
2700	0.04968692362308502	0.01763699978357181	5e-06	1772550299	541.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
2800	0.011245328933000565	0.013868238332215697	5e-06	1772550310	599.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
2900	0.010608119890093803	0.016288207683246583	5e-06	1772550320	646.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
3000	0.006975775118917227	0.019233686757506804	5e-06	1772550330	477.0	0.25	0.0	0.09966631978750229	0.8677965998649597	4
3100	0.0045122867450118065	0.01876651115831919	5e-06	1772550340	279.0	0.0	0.0	0.09966631978750229	0.8677965998649597	2
3200	0.006125694140791893	0.017030370300635696	5e-06	1772550350	445.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
3300	0.005173174664378166	0.015103059654356911	5e-06	1772550360	395.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
3400	0.0033223768696188927	0.014963518301956356	5e-06	1772550370	173.25	0.25	0.0	0.09966631978750229	0.8677965998649597	1
3500	0.005361255258321762	0.014589827690506353	5e-06	1772550380	392.25	0.5	0.0	0.09966631978750229	0.8677965998649597	3
3600	0.006194005254656076	0.015378739670850336	5e-06	1772550390	615.0	0.25	0.0	0.09966631978750229	0.8677965998649597	5
3700	0.005435544066131115	0.016845465439837427	5e-06	1772550401	593.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
3800	0.006674596108496189	0.012996458751149475	5e-06	1772550411	770.0	0.25	0.0	0.09966631978750229	0.8677965998649597	7
3900	0.0024099224247038364	0.010227689614985137	5e-06	1772550421	264.5	0.5	0.0	0.09966631978750229	0.8677965998649597	2
4000	0.006553601007908583	0.011577157138381153	5e-06	1772550431	714.25	0.0	0.0	0.09966631978750229	0.8677965998649597	6
4100	0.0032984046265482903	0.011749689352000133	5e-06	1772550441	434.75	0.25	0.0	0.09966631978750229	0.8677965998649597	3
4200	0.0023985393345355988	0.011506603114539757	5e-06	1772550451	219.0	0.0	0.0	0.09966631978750229	0.8677965998649597	1
4300	0.005787857808172703	0.011319888007710688	5e-06	1772550461	915.25	0.0	0.0	0.09966631978750229	0.8677965998649597	8
4400	0.003311322769150138	0.010702449073432945	5e-06	1772550471	578.0	0.25	0.0	0.09966631978750229	0.8677965998649597	5
4500	0.0020944527350366116	0.009663409991771914	5e-06	1772550482	362.5	0.25	0.0	0.09966631978750229	0.8677965998649597	3
4600	0.0029976139776408672	0.0077449401770718395	5e-06	1772550492	541.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
4700	0.0032496689818799496	0.010871839566971176	5e-06	1772550502	546.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
4800	0.005857812240719795	0.014765273713273928	5e-06	1772550512	569.5	0.25	0.0	0.09966631978750229	0.8677965998649597	5
4900	0.050020840018987656	0.01124020229501184	5e-06	1772550522	800.75	0.0	0.0	0.09966631978750229	0.8677965998649597	7
5000	0.0018167853122577071	0.007410743305808864	5e-06	1772550533	383.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
5100	0.0032108896411955357	0.007577811317169107	5e-06	1772550543	679.5	0.0	0.0	0.09966631978750229	0.8677965998649597	6
5200	0.0028832992538809776	0.006986764583270997	5e-06	1772550553	646.25	0.0	0.0	0.09966631978750229	0.8677965998649597	6
5300	0.0032940981909632683	0.00679426068207249	5e-06	1772550563	512.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
5400	0.002296186052262783	0.006109808209876064	5e-06	1772550573	574.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
5500	0.0025633955374360085	0.003973399061360397	5e-06	1772550583	623.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
5600	0.0021220631897449493	0.004971879406075459	5e-06	1772550593	555.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
5700	0.11330728232860565	0.009358073899638839	5e-06	1772550603	426.5	0.25	0.0	0.09966631978750229	0.8677965998649597	4
5800	0.0027096362318843603	0.009075855495757424	5e-06	1772550614	672.5	0.0	0.0	0.09966631978750229	0.8677965998649597	6
5900	0.0019102687947452068	0.005130580648547038	5e-06	1772550624	559.25	0.0	0.0	0.09966631978750229	0.8677965998649597	5
6000	0.0013582839164882898	0.006230830678541679	5e-06	1772550634	276.75	0.0	0.0	0.09966631978750229	0.8677965998649597	2
6100	0.002021421678364277	0.010274443578382489	5e-06	1772550644	508.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
6200	0.0018100785091519356	0.012272563413716853	5e-06	1772550654	478.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
6300	0.0015619767364114523	0.010865458812040742	5e-06	1772550664	452.75	0.25	0.0	0.09966631978750229	0.8677965998649597	4
6400	0.0013658892130479217	0.007581889478897211	5e-06	1772550675	380.75	0.25	0.0	0.09966631978750229	0.8677965998649597	3
6500	0.0013019826728850603	0.0064866706205066295	5e-06	1772550685	454.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
6600	0.001967153511941433	0.007167162782861851	5e-06	1772550695	719.75	0.0	0.0	0.09966631978750229	0.8677965998649597	6
6700	0.001892564818263054	0.008631811507511885	5e-06	1772550705	618.25	0.0	0.0	0.09966631978750229	0.8677965998649597	5
6800	0.0010454952716827393	0.006355767154018394	5e-06	1772550716	426.75	0.0	0.0	0.09966631978750229	0.8677965998649597	3
6900	0.0007802783511579037	0.004970149898144882	5e-06	1772550726	105.25	0.0	0.0	0.09966631978750229	0.8677965998649597	0
7000	0.08511635661125183	0.008961289982544259	5e-06	1772550736	505.5	0.25	0.0	0.09966631978750229	0.8677965998649597	4
7100	0.0021058223210275173	0.009253614274784923	5e-06	1772550746	692.75	0.0	0.0	0.09966631978750229	0.8677965998649597	6
7200	0.0018652314320206642	0.008092833870614413	5e-06	1772550756	553.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
7300	0.0010107510024681687	0.0057774970150785525	5e-06	1772550766	402.5	0.5	0.0	0.09966631978750229	0.8677965998649597	3
7400	0.002475342946127057	0.004493241361924447	5e-06	1772550777	816.5	0.0	0.0	0.09966631978750229	0.8677965998649597	7
7500	0.0016722589498385787	0.0057473976648179815	5e-06	1772550787	761.25	0.0	0.0	0.09966631978750229	0.8677965998649597	7
7600	0.0017545968294143677	0.006287597784830723	5e-06	1772550797	591.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
7700	0.001485956832766533	0.007696162138890941	5e-06	1772550807	520.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
7800	0.00210167421028018	0.009711440946848598	5e-06	1772550817	839.0	0.25	0.0	0.09966631978750229	0.8677965998649597	8
7900	0.001019318588078022	0.008860829599143472	5e-06	1772550827	380.75	0.0	0.0	0.09966631978750229	0.8677965998649597	3
8000	0.0016746469773352146	0.006190944044501521	5e-06	1772550838	752.0	0.0	0.0	0.09966631978750229	0.8677965998649597	7
8100	0.00046331004705280066	0.005004028322873637	5e-06	1772550848	123.25	0.25	0.0	0.09966631978750229	0.8677965998649597	0
8200	0.0008596348343417048	0.005378609560139012	5e-06	1772550858	371.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
8300	0.00119757407810539	0.005020511872717179	5e-06	1772550868	665.75	0.0	0.0	0.09966631978750229	0.8677965998649597	6
8400	0.0006504450575448573	0.00366890330798924	5e-06	1772550878	390.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
8500	0.0007619538810104132	0.005546288679761346	5e-06	1772550889	302.5	0.0	0.0	0.09966631978750229	0.8677965998649597	2
8600	0.0016446001827716827	0.00685911274224054	5e-06	1772550899	489.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
8700	0.0009237870690412819	0.005066652902460191	5e-06	1772550909	547.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
8800	0.0010430006077513099	0.0070055130134278444	5e-06	1772550919	498.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
8900	0.000785467738751322	0.006095726858329726	5e-06	1772550929	441.5	0.5	0.0	0.09966631978750229	0.8677965998649597	3
9000	0.0013682154240086675	0.005016110350698	5e-06	1772550939	575.75	0.25	0.0	0.09966631978750229	0.8677965998649597	5
9100	0.001116023981012404	0.008037127185962162	5e-06	1772550950	628.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
9200	0.14402608573436737	0.006466633126692613	5e-06	1772550960	714.5	0.25	0.0	0.09966631978750229	0.8677965998649597	6
9300	0.0010435297153890133	0.004021894729812629	5e-06	1772550970	727.5	0.0	0.0	0.09966631978750229	0.8677965998649597	6
9400	0.0015437589026987553	0.003642013234057231	5e-06	1772550980	770.5	0.0	0.0	0.09966631978750229	0.8677965998649597	7
9500	0.0008367294212803245	0.004971715691062854	5e-06	1772550991	437.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
9600	0.0008506982703693211	0.007658548232284374	5e-06	1772551001	480.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
9700	0.0009748067823238671	0.0056615234247874464	5e-06	1772551011	663.0	0.0	0.0	0.09966631978750229	0.8677965998649597	6
9800	0.0013550524599850178	0.003851861949515296	5e-06	1772551021	772.75	0.0	0.0	0.09966631978750229	0.8677965998649597	7
9900	0.0006442178273573518	0.006341912621574011	5e-06	1772551031	351.5	0.25	0.0	0.09966631978750229	0.8677965998649597	3
10000	0.0006220517680048943	0.005994899379438721	5e-06	1772551041	296.0	0.25	0.0	0.09966631978750229	0.8677965998649597	2
10100	0.0012604707153514028	0.0037404017218796073	5e-06	1772551052	268.25	0.0	0.0	0.09966631978750229	0.8677965998649597	2
10200	0.001141532207839191	0.004854455405657063	5e-06	1772551062	719.25	0.25	0.0	0.09966631978750229	0.8677965998649597	6
10300	0.00324666453525424	0.005829876240240992	5e-06	1772551072	699.0	0.0	0.0	0.09966631978750229	0.8677965998649597	6
10400	0.0011980519630014896	0.00430680939956801	5e-06	1772551083	462.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
10500	0.0007679872214794159	0.005211037741973996	5e-06	1772551093	434.0	0.25	0.0	0.09966631978750229	0.8677965998649597	4
10600	0.06005288287997246	0.0062095583310292565	5e-06	1772551103	444.25	0.5	0.0	0.09966631978750229	0.8677965998649597	3
10700	0.0009883365128189325	0.006287652408354915	5e-06	1772551113	633.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
10800	0.0008145786123350263	0.005936046903661918	5e-06	1772551123	545.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
10900	0.0007761010201647878	0.004175631296384381	5e-06	1772551133	547.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
11000	0.0006636548787355423	0.004666060487070353	5e-06	1772551143	531.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
11100	0.06598643958568573	0.006189319550030632	5e-06	1772551153	642.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
11200	0.0005826388951390982	0.003371498089254601	5e-06	1772551164	534.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
11300	0.0006300448440015316	0.0013396892916352954	5e-06	1772551174	253.75	0.0	0.0	0.09966631978750229	0.8677965998649597	2
11400	0.0005056670634075999	0.0012506366583693307	5e-06	1772551184	330.0	0.0	0.0	0.09966631978750229	0.8677965998649597	2
11500	0.0007929745479486883	0.004120986463603913	5e-06	1772551194	557.25	0.0	0.0	0.09966631978750229	0.8677965998649597	5
11600	0.0008400913211517036	0.007570628296743962	5e-06	1772551204	534.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
11700	0.0006536724977195263	0.0068513602938037365	5e-06	1772551214	416.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
11800	0.0004345906781964004	0.005244004908308853	5e-06	1772551225	317.75	0.0	0.0	0.09966631978750229	0.8677965998649597	2
11900	0.0009047980420291424	0.005162076019332744	5e-06	1772551235	620.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
12000	0.0005921602714806795	0.004805839417385869	5e-06	1772551245	511.25	0.25	0.0	0.09966631978750229	0.8677965998649597	4
12100	0.0007321034790948033	0.004129520344431512	5e-06	1772551255	549.0	0.25	0.0	0.09966631978750229	0.8677965998649597	5
12200	0.0008166467305272818	0.005951698812714313	5e-06	1772551266	141.75	0.0	0.0	0.09966631978750229	0.8677965998649597	0
12300	0.0007446323288604617	0.0068586255468835585	5e-06	1772551276	650.25	0.0	0.0	0.09966631978750229	0.8677965998649597	6
12400	0.0005125078605487943	0.0049498748328187505	5e-06	1772551286	461.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
12500	0.0012978992890566587	0.007124299853894627	5e-06	1772551296	386.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
12600	0.00047876883763819933	0.006627351240967983	5e-06	1772551306	426.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
12700	0.0008612016681581736	0.0035680831097852205	5e-06	1772551316	535.25	0.25	0.0	0.09966631978750229	0.8677965998649597	4
12800	0.00043537060264497995	0.005249565215708571	5e-06	1772551326	426.0	0.25	0.0	0.09966631978750229	0.8677965998649597	3
12900	0.0005264093051664531	0.004913108826658572	5e-06	1772551337	415.75	0.0	0.0	0.09966631978750229	0.8677965998649597	3
13000	0.0005299219628795981	0.004268550019041868	5e-06	1772551347	507.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
13100	0.00027176731964573264	0.003262038357934216	5e-06	1772551357	325.0	0.25	0.0	0.09966631978750229	0.8677965998649597	2
13200	0.0007904592785052955	0.0024816428535268643	5e-06	1772551367	885.0	0.0	0.0	0.09966631978750229	0.8677965998649597	8
13300	0.0003476077690720558	0.0017338047902012476	5e-06	1772551377	397.75	0.5	0.0	0.09966631978750229	0.8677965998649597	3
13400	0.0006115537253208458	0.0013468000757711706	5e-06	1772551387	533.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
13500	0.0004938457859680057	0.0024180916194745804	5e-06	1772551397	524.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
13600	0.0006644125678576529	0.0019577246166591067	5e-06	1772551408	799.25	0.0	0.0	0.09966631978750229	0.8677965998649597	7
13700	0.0006702025420963764	0.0035173120810941326	5e-06	1772551418	617.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
13800	0.0006547116208821535	0.003128137797102681	5e-06	1772551428	638.0	0.0	0.0	0.09966631978750229	0.8677965998649597	6
13900	0.0027435477823019028	0.0018765496427658945	5e-06	1772551438	507.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
14000	0.00042020599357783794	0.004394379001678317	5e-06	1772551448	247.5	0.0	0.0	0.09966631978750229	0.8677965998649597	2
14100	0.0005635989364236593	0.0037782675957714674	5e-06	1772551458	444.5	0.25	0.0	0.09966631978750229	0.8677965998649597	3
14200	0.05246973782777786	0.003410423223831458	5e-06	1772551468	690.75	0.25	0.0	0.09966631978750229	0.8677965998649597	6
14300	0.0007827866356819868	0.007267229001008672	5e-06	1772551479	440.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
14400	0.00033165441709570587	0.007162743620428955	5e-06	1772551489	354.75	0.25	0.0	0.09966631978750229	0.8677965998649597	3
14500	0.0011993980733677745	0.005525051595686819	5e-06	1772551499	688.0	0.0	0.0	0.09966631978750229	0.8677965998649597	6
14600	0.00038055330514907837	0.004747091712997645	5e-06	1772551509	437.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
14700	0.0004779202281497419	0.003727288382833649	5e-06	1772551519	517.5	0.25	0.0	0.09966631978750229	0.8677965998649597	4
14800	0.0003802287974394858	0.0037397387277087546	5e-06	1772551529	342.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
14900	0.0009767881128937006	0.003555497628476587	5e-06	1772551540	493.0	0.25	0.0	0.09966631978750229	0.8677965998649597	4
15000	0.0003811884089373052	0.002909344607178355	5e-06	1772551550	561.25	0.0	0.0	0.09966631978750229	0.8677965998649597	5
15100	0.0018912568921223283	0.005723800627893069	5e-06	1772551560	549.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
15200	0.0005342913791537285	0.00801859663115465	5e-06	1772551570	487.75	0.25	0.0	0.09966631978750229	0.8677965998649597	4
15300	0.0005149445496499538	0.006205859753245022	5e-06	1772551580	573.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
15400	0.0004849231045227498	0.006049341748293955	5e-06	1772551591	597.0	0.0	0.0	0.09966631978750229	0.8677965998649597	5
15500	0.0004621279949788004	0.005335412885906408	5e-06	1772551601	479.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
15600	0.00039227763772942126	0.0049240615339658685	5e-06	1772551611	431.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
15700	0.00032101129181683064	0.0028466195995133603	5e-06	1772551621	334.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
15800	0.0003405224997550249	0.002099114108932554	5e-06	1772551631	340.75	0.25	0.0	0.09966631978750229	0.8677965998649597	3
15900	0.00043012225069105625	0.0029532636769727103	5e-06	1772551641	481.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
16000	0.00033635381259955466	0.0032625361689861167	5e-06	1772551652	330.75	0.25	0.0	0.09966631978750229	0.8677965998649597	2
16100	0.00033157068537548184	0.00482344704476418	5e-06	1772551662	398.0	0.25	0.0	0.09966631978750229	0.8677965998649597	3
16200	0.0006088253576308489	0.0037427313055377453	5e-06	1772551672	504.0	0.25	0.0	0.09966631978750229	0.8677965998649597	4
16300	0.0004015674930997193	0.002580104293010663	5e-06	1772551682	442.5	0.25	0.0	0.09966631978750229	0.8677965998649597	3
16400	0.0005003121332265437	0.002085500874745776	5e-06	1772551692	694.5	0.25	0.0	0.09966631978750229	0.8677965998649597	6
16500	0.0004684418090619147	0.004967422482004622	5e-06	1772551702	534.75	0.25	0.0	0.09966631978750229	0.8677965998649597	4
16600	0.0005929132457822561	0.007596679245543783	5e-06	1772551713	400.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
16700	0.0005804449319839478	0.008461239679309073	5e-06	1772551723	544.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
16800	0.00034998368937522173	0.006189007378270617	5e-06	1772551733	390.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
16900	0.0005379271460697055	0.002265094177746505	5e-06	1772551743	517.0	0.0	0.0	0.09966631978750229	0.8677965998649597	4
17000	0.0003897207207046449	0.002514399957326532	5e-06	1772551753	435.75	0.0	0.0	0.09966631978750229	0.8677965998649597	3
17100	0.0004372888943180442	0.003822965791114257	5e-06	1772551764	477.5	0.5	0.0	0.09966631978750229	0.8677965998649597	4
17200	0.002739510266110301	0.0029144161772273946	5e-06	1772551774	659.75	0.25	0.0	0.09966631978750229	0.8677965998649597	6
17300	0.0004636719822883606	0.004106498390683555	5e-06	1772551784	453.5	0.25	0.0	0.09966631978750229	0.8677965998649597	4
17400	0.0002958607510663569	0.004848799477986177	5e-06	1772551794	437.0	0.0	0.0	0.09966631978750229	0.8677965998649597	3
17500	0.0004721226287074387	0.0014318878783888067	5e-06	1772551804	778.25	0.0	0.0	0.09966631978750229	0.8677965998649597	7
17600	0.0004027642426081002	0.003808992930862587	5e-06	1772551815	475.5	0.25	0.0	0.09966631978750229	0.8677965998649597	4
17700	0.0005102004506625235	0.007612791519022721	5e-06	1772551825	511.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
17800	0.006108288653194904	0.008907850025352673	5e-06	1772551835	592.25	0.0	0.0	0.09966631978750229	0.8677965998649597	5
17900	0.0003090556710958481	0.0061401414452848255	5e-06	1772551845	395.25	0.0	0.0	0.09966631978750229	0.8677965998649597	3
18000	0.0003018735151272267	0.0029191586005254066	5e-06	1772551855	440.5	0.25	0.0	0.09966631978750229	0.8677965998649597	4
18100	0.0002421563840471208	0.0016786896673511365	5e-06	1772551866	452.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
18200	0.00021714542526751757	0.00034394199734379073	5e-06	1772551876	322.0	0.0	0.0	0.09966631978750229	0.8677965998649597	2
18300	0.0005171754164621234	0.0047154584185045674	5e-06	1772551886	525.5	0.0	0.0	0.09966631978750229	0.8677965998649597	4
18400	0.000272773380856961	0.0070968219984206375	5e-06	1772551896	354.75	0.0	0.0	0.09966631978750229	0.8677965998649597	3
18500	0.00038637829129584134	0.0031696444852423156	5e-06	1772551907	540.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
18600	0.0005663962801918387	0.0016911484284355537	5e-06	1772551917	386.75	0.25	0.0	0.09966631978750229	0.8677965998649597	3
18700	0.00034285697620362043	0.002896716764225857	5e-06	1772551927	473.75	0.0	0.0	0.09966631978750229	0.8677965998649597	4
18800	0.00027533055981621146	0.0025585230988508555	5e-06	1772551937	459.25	0.0	0.0	0.09966631978750229	0.8677965998649597	4
18900	0.0005848692380823195	0.002924977129077888	5e-06	1772551947	753.0	0.0	0.0	0.09966631978750229	0.8677965998649597	7
19000	0.0004748437786474824	0.004432489166720188	5e-06	1772551957	580.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
19100	0.00023311763652600348	0.0044517239199194595	5e-06	1772551967	400.25	0.25	0.0	0.09966631978750229	0.8677965998649597	3
19200	0.0002893721975851804	0.0027234774935641325	5e-06	1772551978	431.5	0.25	0.0	0.09966631978750229	0.8677965998649597	3
19300	0.0009242984233424067	0.0036462522904912474	5e-06	1772551988	525.75	0.0	0.0	0.09966631978750229	0.8677965998649597	5
19400	0.00031143633532337844	0.005089030648887274	5e-06	1772551998	517.5	0.25	0.0	0.09966631978750229	0.8677965998649597	4
19500	0.00042669387767091393	0.0021108991780056387	5e-06	1772552008	750.25	0.25	0.0	0.09966631978750229	0.8677965998649597	7
19600	0.000435727764852345	0.0016656773273280123	5e-06	1772552019	630.25	0.0	0.0	0.09966631978750229	0.8677965998649597	5
19700	0.0004005955997854471	0.003394165560457623	5e-06	1772552029	641.5	0.0	0.0	0.09966631978750229	0.8677965998649597	5
19800	0.0004085300024598837	0.00391339179892384	5e-06	1772552039	729.0	0.25	0.0	0.09966631978750229	0.8677965998649597	6
19900	0.00037351061473600566	0.0024667725591280033	5e-06	1772552049	550.25	0.5	0.0	0.09966631978750229	0.8677965998649597	4
20000	0.0002559932181611657	0.0007621871059018304	5e-06	1772552059	424.5	0.0	0.0	0.09966631978750229	0.8677965998649597	3
