column,log1p,shift_before_log1p,kl_train_test,js_train_test,train_n,train_mean,train_std,train_min,train_p25,train_p50,train_p75,train_max,test_n,test_mean,test_std,test_min,test_p25,test_p50,test_p75,test_max
signal_b2000,True,0.0,1.8490552950435146,0.04957649957683423,1800,8.676704038325296,0.6842541572936722,6.321721077618392,8.414771250351876,8.907246123420219,9.157885858448328,9.57997862793071,200,8.695442059518397,0.7168737284802271,6.321721077618392,8.486784362406585,8.925071906723279,9.152537933378564,9.493629559823454
signal_b800,True,0.0,1.9844776377513347,0.04328716998009938,1800,9.32476984101659,0.426689566572521,8.115792811097775,9.090329071187345,9.480306557618697,9.655450300604622,9.858034538880679,200,9.342904635126128,0.4302434598974144,8.115792811097775,9.13114127435498,9.519197532705213,9.64772308989229,9.837609467917222
signal_b50,True,0.0,1.3354537067919279,0.04219057612205576,1800,10.083375928372549,0.03090619656129319,10.012187685459212,10.060794239896822,10.093489539142574,10.109407118995396,10.125125971707034,200,10.084897478354625,0.03044914669734968,10.012187685459212,10.065126799574584,10.096592835650192,10.108548494377807,10.123905392471894
